Parameter,Category,Fraction,Count
params_cheb_0_act,relu,0.883,151
params_cheb_0_act,gelu,0.0468,8
params_cheb_0_act,sigmoid,0.0175,3
params_cheb_0_act,silu,0.0175,3
params_cheb_0_act,tanh,0.0117,2
params_cheb_0_act,none,0.0117,2
params_cheb_0_act,elu,0.0117,2
params_cheb_1_act,relu,0.9235,157
params_cheb_1_act,none,0.0294,5
params_cheb_1_act,sigmoid,0.0176,3
params_cheb_1_act,gelu,0.0118,2
params_cheb_1_act,silu,0.0118,2
params_cheb_1_act,elu,0.0059,1
params_dense_0_act,gelu,0.9235,157
params_dense_0_act,silu,0.0294,5
params_dense_0_act,sigmoid,0.0176,3
params_dense_0_act,elu,0.0118,2
params_dense_0_act,relu,0.0059,1
params_dense_0_act,none,0.0059,1
params_dense_0_act,tanh,0.0059,1
params_optimizer,adam,0.5088,87
params_optimizer,adamw,0.4561,78
params_optimizer,rmsprop,0.0175,3
params_optimizer,sgd,0.0175,3
