Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cheb_0_dropout,0.27,0.15,0.3,0.18,0.38,5.00e-02,0.45
params_cheb_0_units,331.82,61.13,360.0,285,380.0,240,390.0
params_cheb_1_dropout,0.22,0.18,0.2,7.50e-02,0.33,0,0.5
params_cheb_1_units,291.82,77.31,310.0,245,355.0,175,380.0
params_cheb_2_dropout,0.3,0.15,0.4,0.25,0.4,2.50e-02,0.43
params_cheb_2_units,319.09,88.93,340.0,275,400.0,170,400.0
params_cheb_3_dropout,0.16,0.14,0.1,0.1,0.2,2.00e-02,0.39
params_cheb_3_units,325.56,67.29,340.0,320,370.0,214,396.0
params_cheb_4_dropout,0.18,0.18,0.15,5.00e-02,0.25,1.50e-02,0.45
params_cheb_4_units,274.29,71.61,300.0,200,330.0,200,351.0
params_dense_0_dropout,0.22,0.14,0.2,0.2,0.3,0,0.4
params_dense_0_units,445.45,112.82,450.0,375,550.0,275,575.0
params_dense_1_dropout,0.18,0.19,0.2,0,0.4,0,0.4
params_dense_1_units,477.27,81.74,450.0,450,500.0,375,600.0
params_dense_2_dropout,0.22,0.19,0.2,0,0.4,0,0.4
params_dense_2_units,461.11,69.72,450.0,450,500.0,370,560.0
params_dense_3_dropout,0.2,0.0,0.2,0.2,0.2,0.2,0.2
params_dense_3_units,375.0,35.36,375.0,362.5,387.5,352.5,397.5
params_knn_k,12.36,2.34,12.0,10,14.0,10,16.0
params_num_dense_layers,3.0,0.63,3.0,3,3.0,2,4.0
params_num_gnn_layers,4.45,0.82,5.0,4,5.0,3,5.0
