Parameter,Category,Fraction,Count
params_cheb_0_act,relu,0.5,3
params_cheb_0_act,gelu,0.5,3
params_cheb_1_act,relu,0.8333,5
params_cheb_1_act,none,0.1667,1
params_cheb_2_act,elu,0.6,3
params_cheb_2_act,silu,0.4,2
params_cheb_3_act,tanh,1.0,3
params_dense_0_act,elu,0.5,3
params_dense_0_act,silu,0.3333,2
params_dense_0_act,gelu,0.1667,1
params_dense_1_act,silu,0.6667,4
params_dense_1_act,tanh,0.1667,1
params_dense_1_act,none,0.1667,1
params_dense_2_act,none,0.6,3
params_dense_2_act,tanh,0.4,2
params_optimizer,lion,1.0,6
