Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.9583,23
params_conv1d_0_act,relu,0.0417,1
params_conv1d_1_act,swish,0.9583,23
params_conv1d_1_act,relu,0.0417,1
params_conv1d_2_act,swish,0.9583,23
params_conv1d_2_act,relu,0.0417,1
params_conv1d_3_act,relu,1.0,24
params_dense_0_act,swish,1.0,24
params_dense_1_act,swish,1.0,24
params_dense_2_act,tanh,1.0,24
params_se_0_se_act_expand,tanh,0.9583,23
params_se_0_se_act_expand,swish,0.0417,1
params_se_0_se_act_reduce,tanh,0.5833,14
params_se_0_se_act_reduce,relu,0.375,9
params_se_0_se_act_reduce,swish,0.0417,1
params_se_1_se_act_expand,tanh,0.9167,22
params_se_1_se_act_expand,relu,0.0833,2
params_se_1_se_act_reduce,relu,0.9583,23
params_se_1_se_act_reduce,swish,0.0417,1
params_se_3_se_act_expand,relu,0.7083,17
params_se_3_se_act_expand,tanh,0.2917,7
params_se_3_se_act_reduce,relu,1.0,24
