Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.2941,5
params_conv1d_0_act,silu,0.2941,5
params_conv1d_0_act,none,0.1765,3
params_conv1d_0_act,relu,0.1176,2
params_conv1d_0_act,elu,0.0588,1
params_conv1d_0_act,tanh,0.0588,1
params_conv1d_1_act,none,0.6,9
params_conv1d_1_act,gelu,0.1333,2
params_conv1d_1_act,elu,0.1333,2
params_conv1d_1_act,sigmoid,0.1333,2
params_conv1d_2_act,none,0.4615,6
params_conv1d_2_act,gelu,0.2308,3
params_conv1d_2_act,elu,0.2308,3
params_conv1d_2_act,silu,0.0769,1
params_conv1d_3_act,elu,0.6667,6
params_conv1d_3_act,relu,0.3333,3
params_dense_0_act,silu,0.4667,7
params_dense_0_act,relu,0.2,3
params_dense_0_act,gelu,0.2,3
params_dense_0_act,none,0.0667,1
params_dense_0_act,tanh,0.0667,1
params_dense_1_act,gelu,0.5385,7
params_dense_1_act,none,0.2308,3
params_dense_1_act,tanh,0.1538,2
params_dense_1_act,silu,0.0769,1
params_dense_2_act,gelu,0.75,3
params_dense_2_act,none,0.25,1
params_optimizer,lion,0.5882,10
params_optimizer,adamw,0.1765,3
params_optimizer,adam,0.1765,3
params_optimizer,rmsprop,0.0588,1
