Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_filters_0,494.3157894736842,33.8471167386832,320.0,480.0,512.0,512.0,512.0
params_conv1d_filters_1,280.42105263157896,55.89015848141994,224.0,256.0,256.0,288.0,512.0
params_conv1d_filters_2,443.7894736842105,126.07658716886309,32.0,456.0,512.0,512.0,512.0
params_conv1d_filters_3,119.57894736842105,118.73127313595035,32.0,64.0,64.0,96.0,512.0
params_conv1d_filters_4,320.0,143.10835055998655,128.0,224.0,352.0,416.0,480.0
params_conv1d_filters_5,234.66666666666666,184.75208614068026,128.0,128.0,128.0,288.0,448.0
params_conv1d_kernel_size_0,3.8947368421052633,0.5594144469629287,1.0,4.0,4.0,4.0,5.0
params_conv1d_kernel_size_1,4.684210526315789,0.903604289076559,1.0,5.0,5.0,5.0,5.0
params_conv1d_kernel_size_2,2.4210526315789473,0.9481583556691994,1.0,2.0,2.0,2.0,5.0
params_conv1d_kernel_size_3,4.684210526315789,0.8416606222994191,1.0,5.0,5.0,5.0,5.0
params_conv1d_kernel_size_4,2.8,1.0954451150103321,1.0,3.0,3.0,3.0,4.0
params_conv1d_kernel_size_5,4.333333333333333,0.5773502691896258,4.0,4.0,4.0,4.5,5.0
params_conv1d_pool_size_0,3.236842105263158,1.4224875532883632,1.0,3.0,3.0,4.75,6.0
params_conv1d_pool_size_1,2.9210526315789473,0.9693011956898954,1.0,3.0,3.0,3.0,5.0
params_conv1d_pool_size_2,4.5,1.202474925287819,1.0,5.0,5.0,5.0,6.0
params_conv1d_pool_size_3,4.868421052631579,1.0947306871475955,1.0,5.0,5.0,5.0,7.0
params_conv1d_pool_size_4,2.4,1.5165750888103102,1.0,1.0,2.0,4.0,4.0
params_conv1d_pool_size_5,1.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.5,2.0
params_extra_dense_0_dropout_0,0.2789473684210528,0.06220234955518097,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.30000000000000004
params_extra_dense_0_units_0,198.68421052631578,21.707023727116898,100.0,200.0,200.0,200.0,250.0
params_extra_dense_1_dropout_0,0.06578947368421054,0.13208579478316088,0.0,0.0,0.0,0.07500000000000001,0.5
params_extra_dense_1_units_0,275.0,67.53377533361223,50.0,300.0,300.0,300.0,300.0
params_lr,0.00031498369141692595,0.0007419955926487983,3.4692212473581575e-05,9.054932633174181e-05,0.0001093540839628725,0.0001642549689627791,0.004388922923566097
params_num_layers,4.2105263157894735,0.5769394898639181,4.0,4.0,4.0,4.0,6.0
