"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,73.11258278145695,47.804399106687185,32,32,64,64,256
params_learning_rate,0.00470004037218463,0.0027064610802182473,0.000013773028343239793,0.003287706773526562,0.004882165267780091,0.006438281764443693,0.009998829773594273
params_lidar_filter_decay_factor,0.42344827586206896,0.212949592628107,0.1,0.2,0.5,0.6,0.9
params_lidar_filters_layer_0,53.84827586206897,30.844413568796984,16,16,48,80,128
params_lidar_kernel_decay_factor,0.6413793103448275,0.18275397335851587,0.1,0.6,0.7000000000000001,0.7000000000000001,0.9
params_lidar_kernel_height_0,1.9540229885057472,0.7575738314312271,1,1,2,3,3
params_lidar_kernel_height_1,1.6,0.49298881801065664,1,1,2,2,2
params_lidar_kernel_height_2,1.2272727272727273,0.4289320272288885,1,1,1,1,2
params_lidar_kernel_width_0,2.9310344827586206,0.32531811613923983,1,3,3,3,3
params_lidar_kernel_width_1,1.6,0.49298881801065664,1,1,2,2,2
params_lidar_kernel_width_2,1.2272727272727273,0.4289320272288885,1,1,1,1,2
params_lidar_layers,1.2344827586206897,0.5303740933053908,1,1,1,1,3
params_pool_dim1,1.2229885057471264,0.4167299597036219,1,1,1,1,2
params_pool_dim2,2.386206896551724,0.6352133089589632,1,2,2,3,4
