"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,77.91304347826087,55.07644226666808,32,64,64,64,256
params_learning_rate,0.004404629271996671,0.0028785128079593055,0.000013773028343239793,0.0021151529584160322,0.004663351808524112,0.005963407965934168,0.009998829773594273
params_lidar_filter_decay_factor,0.3735632183908046,0.22175818073840078,0.1,0.15000000000000002,0.4,0.5,0.9
params_lidar_filters_layer_0,64.73563218390805,29.16849996147682,16,48,64,80,128
params_lidar_kernel_decay_factor,0.642528735632184,0.1537380616715403,0.1,0.6,0.7000000000000001,0.7000000000000001,0.9
params_lidar_kernel_height_0,2.1724137931034484,0.7346395501501043,1,2,2,3,3
params_lidar_kernel_height_1,1.5,0.5188745216627708,1,1,1.5,2,2
params_lidar_kernel_height_2,1,0,1,1,1,1,1
params_lidar_kernel_width_0,2.8735632183908044,0.4525020288056645,1,3,3,3,3
params_lidar_kernel_width_1,1.5,0.5188745216627708,1,1,1.5,2,2
params_lidar_kernel_width_2,1,0,1,1,1,1,1
params_lidar_layers,1.2183908045977012,0.5375501568014394,1,1,1,1,3
params_pool_dim1,1.1379310344827587,0.3468266034531822,1,1,1,1,2
params_pool_dim2,2.4597701149425286,0.6786545804469417,1,2,2,3,4
