"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,48.403361344537814,46.97614491331548,32,32,32,32,256
params_extra_decay_factor,0.5669642857142858,0.2410145197140594,0.1,0.4,0.6,0.8,0.9
params_extra_dropout_layer_0,0.22820512820512825,0.14858759236419572,0,0.1,0.2,0.30000000000000004,0.5
params_extra_dropout_layer_1,0.23636363636363636,0.1747725795010606,0,0.1,0.2,0.4,0.5
params_extra_layers,1.3035714285714286,0.46186628294395266,1,1,1,2,2
params_extra_units_layer_0,143.42857142857142,63.67226251796785,16,96,144,192,256
params_learning_rate,0.003079633881537988,0.002408012313448679,0.000034081509079201606,0.001192299150838276,0.0019310292136355486,0.005110877272882439,0.009994772823359933
params_lidar_filter_decay_factor,0.47342799188640977,0.09537945044793951,0.4,0.4,0.5,0.5,0.9
params_lidar_filters_layer_0,250.64503042596348,83.61761603321537,128,160,272,320,512
params_lidar_kernel_decay_factor,0.29749830966869506,0.11498291849893146,0.1,0.2,0.30000000000000004,0.30000000000000004,0.7
params_lidar_kernel_height_0,1.905341446923597,0.9790594346459349,1,1,2,2,5
params_lidar_kernel_height_1,1.288659793814433,0.5281458992683242,1,1,1,1.75,3
params_lidar_kernel_height_2,1.0333333333333334,0.18051113445691194,1,1,1,1,2
params_lidar_kernel_width_0,3.5496957403651117,0.697034780460264,1,3,4,4,5
params_lidar_kernel_width_1,1.2835051546391754,0.5160994426351553,1,1,1,1.75,3
params_lidar_kernel_width_2,1.0333333333333334,0.18051113445691194,1,1,1,1,2
params_lidar_layers,1.1920216362407032,0.5263463664753338,1,1,1,1,3
params_pool_dim1,1.8242055442866802,0.38077394434827677,1,2,2,2,2
params_pool_dim2,4.6443542934415145,1.3766195673658566,2,5,5,6,6
