Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_dense_0_dropout,0.37,0.11,0.4,0.3,0.5,0.2,0.5
params_dense_0_units,119.38,93.13,128,64,128,64,320
params_dense_1_dropout,0.29,9.36e-02,0.3,0.3,0.3,0.1,0.48
params_dense_1_units,93.71,92.9,64,64,64,64,246.4
params_dense_2_dropout,0.31,0.22,0.4,0.15,0.5,0,0.5
params_dense_2_units,328,233.12,320,112,528,64,617.6
params_dense_3_dropout,0.2,0.2,0.1,0.1,0.3,2.00e-02,0.46
params_dense_3_units,435.2,123.11,384,384,448,332.8,601.6
params_dense_4_dropout,No data,No data,No data,No data,No data,No data,No data
params_dense_4_units,No data,No data,No data,No data,No data,No data,No data
params_num_dense_layers,1.69,0.69,2,1,2,1,3
