epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,3.828057289123535,3.6941230297088623,0.10719023644924164,0.13891834020614624
2,3.3609325885772705,3.3400988578796387,0.13823294639587402,0.1367974579334259
3,3.2513506412506104,3.2183690071105957,0.14804987609386444,0.15376457571983337
4,3.192296266555786,3.132491111755371,0.14911116659641266,0.16755037009716034
5,3.1418302059173584,3.106860876083374,0.16423454880714417,0.16330859065055847
6,3.1047065258026123,3.0873920917510986,0.16662244498729706,0.184517502784729
7,3.053295135498047,3.012777328491211,0.1716635674238205,0.1940615028142929
8,3.0208523273468018,3.0075390338897705,0.18121518194675446,0.19194062054157257
9,2.988085985183716,2.9791767597198486,0.1809498518705368,0.1972428411245346
10,2.9513285160064697,2.964456081390381,0.19342000782489777,0.1972428411245346
11,2.9218451976776123,2.9743261337280273,0.1950119435787201,0.2067868560552597
12,2.907691717147827,2.9556310176849365,0.19527725875377655,0.2131495177745819
13,2.8641414642333984,2.9469799995422363,0.2037675827741623,0.21739129722118378
14,2.878544807434082,2.948038339614868,0.20297160744667053,0.20784729719161987
15,2.839240074157715,2.918504238128662,0.20642079412937164,0.2195121943950653
16,2.801968574523926,2.940258026123047,0.2135845124721527,0.22057263553142548
17,2.781034469604492,2.954042434692383,0.21703369915485382,0.20784729719161987
18,2.6932497024536133,2.852018356323242,0.23136110603809357,0.24284198880195618
19,2.647662401199341,2.8405795097351074,0.23321835696697235,0.2523860037326813
20,2.6329832077026367,2.8344967365264893,0.2422393262386322,0.25026512145996094
21,2.591254234313965,2.831509828567505,0.24940302968025208,0.2481442242860794
22,2.6050567626953125,2.8363988399505615,0.2427699714899063,0.25344645977020264
23,2.579197406768799,2.8349337577819824,0.2557707726955414,0.25662779808044434
24,2.541289806365967,2.8268251419067383,0.2698328495025635,0.25344645977020264
25,2.5401535034179688,2.8281328678131104,0.2655876874923706,0.2523860037326813
26,2.522038698196411,2.829547166824341,0.26717960834503174,0.2545068860054016
27,2.5231564044952393,2.831277847290039,0.27646589279174805,0.25662779808044434
28,2.5277819633483887,2.8320789337158203,0.274343341588974,0.2587486803531647
