Parameter,Category,Fraction,Count
params_conv2d_block_0_activation,relu,0.9482,238
params_conv2d_block_0_activation,gelu,0.0279,7
params_conv2d_block_0_activation,swish,0.0239,6
params_conv2d_block_0_kernel_size,5x5,0.5737,144
params_conv2d_block_0_kernel_size,3x3,0.1235,31
params_conv2d_block_0_kernel_size,5x1,0.1116,28
params_conv2d_block_0_kernel_size,3x5,0.0916,23
params_conv2d_block_0_kernel_size,1x7,0.0598,15
params_conv2d_block_0_kernel_size,1x5,0.0398,10
params_conv2d_block_0_normalization,none,0.9841,247
params_conv2d_block_0_normalization,batch_norm,0.0159,4
params_conv2d_block_0_pool_size,2x2,0.4821,121
params_conv2d_block_0_pool_size,2x4,0.3665,92
params_conv2d_block_0_pool_size,1x2,0.1355,34
params_conv2d_block_0_pool_size,,0.0159,4
params_conv2d_block_0_pooling,average_pool_2d,0.5976,150
params_conv2d_block_0_pooling,max_pool_2d,0.3865,97
params_conv2d_block_0_pooling,none,0.0159,4
params_conv2d_block_1_activation,relu,0.49,123
params_conv2d_block_1_activation,gelu,0.4422,111
params_conv2d_block_1_activation,swish,0.0558,14
params_conv2d_block_1_activation,,0.012,3
params_conv2d_block_1_kernel_size,5x5,0.5259,132
params_conv2d_block_1_kernel_size,1x5,0.1952,49
params_conv2d_block_1_kernel_size,3x3,0.1076,27
params_conv2d_block_1_kernel_size,5x1,0.0637,16
params_conv2d_block_1_kernel_size,3x5,0.0478,12
params_conv2d_block_1_kernel_size,1x7,0.0478,12
params_conv2d_block_1_kernel_size,,0.012,3
params_conv2d_block_1_normalization,none,0.9363,235
params_conv2d_block_1_normalization,batch_norm,0.0518,13
params_conv2d_block_1_normalization,,0.012,3
params_conv2d_block_1_pool_size,2x4,0.7809,196
params_conv2d_block_1_pool_size,1x2,0.0996,25
params_conv2d_block_1_pool_size,,0.0837,21
params_conv2d_block_1_pool_size,2x2,0.0359,9
params_conv2d_block_1_pooling,max_pool_2d,0.741,186
params_conv2d_block_1_pooling,average_pool_2d,0.1753,44
params_conv2d_block_1_pooling,none,0.0717,18
params_conv2d_block_1_pooling,,0.012,3
params_conv2d_block_2_activation,gelu,0.4183,105
params_conv2d_block_2_activation,relu,0.3586,90
params_conv2d_block_2_activation,swish,0.2032,51
params_conv2d_block_2_activation,,0.0199,5
params_conv2d_block_2_kernel_size,3x5,0.4422,111
params_conv2d_block_2_kernel_size,5x5,0.2351,59
params_conv2d_block_2_kernel_size,1x7,0.1394,35
params_conv2d_block_2_kernel_size,5x1,0.0876,22
params_conv2d_block_2_kernel_size,3x3,0.0558,14
params_conv2d_block_2_kernel_size,,0.0199,5
params_conv2d_block_2_kernel_size,1x5,0.0199,5
params_conv2d_block_2_normalization,none,0.9562,240
params_conv2d_block_2_normalization,batch_norm,0.0239,6
params_conv2d_block_2_normalization,,0.0199,5
params_conv2d_block_2_pool_size,1x2,0.6175,155
params_conv2d_block_2_pool_size,2x4,0.3307,83
params_conv2d_block_2_pool_size,,0.0438,11
params_conv2d_block_2_pool_size,2x2,0.008,2
params_conv2d_block_2_pooling,max_pool_2d,0.4861,122
params_conv2d_block_2_pooling,average_pool_2d,0.4701,118
params_conv2d_block_2_pooling,none,0.0239,6
params_conv2d_block_2_pooling,,0.0199,5
params_conv2d_block_3_activation,relu,0.51,128
params_conv2d_block_3_activation,gelu,0.247,62
params_conv2d_block_3_activation,swish,0.1992,50
params_conv2d_block_3_activation,,0.0438,11
params_conv2d_block_3_kernel_size,3x3,0.3227,81
params_conv2d_block_3_kernel_size,1x5,0.2709,68
params_conv2d_block_3_kernel_size,5x5,0.251,63
params_conv2d_block_3_kernel_size,3x5,0.0837,21
params_conv2d_block_3_kernel_size,,0.0438,11
params_conv2d_block_3_kernel_size,1x7,0.0159,4
params_conv2d_block_3_kernel_size,5x1,0.012,3
params_conv2d_block_3_normalization,batch_norm,0.8725,219
params_conv2d_block_3_normalization,none,0.0837,21
params_conv2d_block_3_normalization,,0.0438,11
params_conv2d_block_3_pool_size,1x2,0.5578,140
params_conv2d_block_3_pool_size,2x2,0.2869,72
params_conv2d_block_3_pool_size,2x4,0.0916,23
params_conv2d_block_3_pool_size,,0.0637,16
params_conv2d_block_3_pooling,average_pool_2d,0.6375,160
params_conv2d_block_3_pooling,max_pool_2d,0.2988,75
params_conv2d_block_3_pooling,,0.0438,11
params_conv2d_block_3_pooling,none,0.0199,5
params_global_pooling,max,0.9482,238
params_global_pooling,average,0.0279,7
params_global_pooling,concat_avg_max,0.0239,6
