Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.3333,4
params_cnn_dense_0_act,tanh,0.25,3
params_cnn_dense_0_act,silu,0.1667,2
params_cnn_dense_0_act,none,0.0833,1
params_cnn_dense_0_act,relu,0.0833,1
params_cnn_dense_0_act,gelu,0.0833,1
params_cnn_dense_1_act,gelu,0.25,3
params_cnn_dense_1_act,none,0.25,3
params_cnn_dense_1_act,relu,0.1667,2
params_cnn_dense_1_act,silu,0.1667,2
params_cnn_dense_1_act,sigmoid,0.0833,1
params_cnn_dense_1_act,tanh,0.0833,1
params_cnn_dense_2_act,gelu,0.5,1
params_cnn_dense_2_act,tanh,0.5,1
params_conv1d_0_act,none,0.3759,106
params_conv1d_0_act,relu,0.2943,83
params_conv1d_0_act,gelu,0.1312,37
params_conv1d_0_act,elu,0.0851,24
params_conv1d_0_act,sigmoid,0.0674,19
params_conv1d_0_act,silu,0.0284,8
params_conv1d_0_act,tanh,0.0177,5
params_conv1d_1_act,silu,0.5887,166
params_conv1d_1_act,relu,0.2163,61
params_conv1d_1_act,elu,0.0993,28
params_conv1d_1_act,tanh,0.0355,10
params_conv1d_1_act,none,0.0213,6
params_conv1d_1_act,gelu,0.0213,6
params_conv1d_1_act,sigmoid,0.0177,5
params_conv1d_2_act,relu,0.4536,127
params_conv1d_2_act,silu,0.2429,68
params_conv1d_2_act,gelu,0.1214,34
params_conv1d_2_act,none,0.1036,29
params_conv1d_2_act,tanh,0.0286,8
params_conv1d_2_act,elu,0.0286,8
params_conv1d_2_act,sigmoid,0.0214,6
params_conv1d_3_act,gelu,0.4473,123
params_conv1d_3_act,elu,0.2509,69
params_conv1d_3_act,relu,0.2036,56
params_conv1d_3_act,silu,0.0473,13
params_conv1d_3_act,none,0.0436,12
params_conv1d_3_act,sigmoid,0.0073,2
params_dense_0_act,tanh,0.7019,186
params_dense_0_act,sigmoid,0.1623,43
params_dense_0_act,silu,0.0415,11
params_dense_0_act,elu,0.0302,8
params_dense_0_act,gelu,0.0302,8
params_dense_0_act,relu,0.0189,5
params_dense_0_act,none,0.0151,4
params_dense_1_act,silu,0.3615,94
params_dense_1_act,gelu,0.2846,74
params_dense_1_act,tanh,0.1577,41
params_dense_1_act,none,0.1231,32
params_dense_1_act,elu,0.0385,10
params_dense_1_act,relu,0.0192,5
params_dense_1_act,sigmoid,0.0154,4
params_dense_2_act,silu,0.8947,51
params_dense_2_act,gelu,0.0526,3
params_dense_2_act,relu,0.0175,1
params_dense_2_act,none,0.0175,1
params_dense_2_act,elu,0.0175,1
params_optimizer,adamw,0.7589,214
params_optimizer,rmsprop,0.1241,35
params_optimizer,adam,0.0745,21
params_optimizer,lion,0.0426,12
params_pooling_type,flatten,0.9858,278
params_pooling_type,max,0.0106,3
params_pooling_type,average,0.0035,1
