epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,3.2726058959960938,2.6929829120635986,0.2458961457014084,0.342563658952713
2,2.57099986076355,2.3937883377075195,0.34584030508995056,0.3899061977863312
3,2.397522449493408,2.3504598140716553,0.3778894543647766,0.37784725427627563
4,2.2660107612609863,2.1677405834198,0.3974316120147705,0.4086645841598511
5,2.150725841522217,2.073625326156616,0.4254606366157532,0.43724876642227173
6,2.0830674171447754,2.0055062770843506,0.4343941807746887,0.4658329486846924
7,2.0137388706207275,1.9672194719314575,0.4518146216869354,0.4792318046092987
8,1.969115972518921,1.9862596988677979,0.45103293657302856,0.4439481794834137
9,1.927762746810913,1.9394999742507935,0.4620882272720337,0.4600268006324768
10,1.8808023929595947,1.8619588613510132,0.46711334586143494,0.4984368085861206
11,1.8132820129394531,1.843891978263855,0.48431044816970825,0.4814649522304535
12,1.7854119539260864,1.7997095584869385,0.48844221234321594,0.5180884599685669
13,1.7601693868637085,1.7993292808532715,0.49648240208625793,0.5154086351394653
14,1.732717514038086,1.7917934656143188,0.4967057406902313,0.5091558694839478
15,1.691794753074646,1.750636100769043,0.511222779750824,0.5274676084518433
16,1.6639715433120728,1.7367671728134155,0.515242874622345,0.5176417827606201
17,1.6355431079864502,1.7040951251983643,0.5197096467018127,0.5439928770065308
18,1.621319055557251,1.713869571685791,0.5259631276130676,0.529254138469696
19,1.572075605392456,1.7244443893432617,0.533780038356781,0.5323805212974548
20,1.4478709697723389,1.6292377710342407,0.5848129391670227,0.5685573816299438
21,1.4130357503890991,1.613276481628418,0.5915130972862244,0.5770432949066162
22,1.3826161623001099,1.6126450300216675,0.5964266061782837,0.5752568244934082
23,1.3605737686157227,1.6121748685836792,0.6001116633415222,0.5757034420967102
24,1.34274423122406,1.6117730140686035,0.6078168749809265,0.5712371468544006
25,1.324805498123169,1.604152798652649,0.610943615436554,0.578383207321167
26,1.3058993816375732,1.6168171167373657,0.6171970963478088,0.5752568244934082
27,1.2843860387802124,1.619578242301941,0.62188720703125,0.5748102068901062
28,1.2534358501434326,1.591443419456482,0.6291457414627075,0.5846359729766846
29,1.24863600730896,1.5907704830169678,0.6301507353782654,0.5873157382011414
30,1.2405949831008911,1.5901999473571777,0.6331658363342285,0.5882090330123901
31,1.2350373268127441,1.5910820960998535,0.6345058679580688,0.5850826501846313
32,1.218898057937622,1.5880413055419922,0.640312671661377,0.5886556506156921
33,1.2163784503936768,1.588876724243164,0.6409826874732971,0.5895488858222961
34,1.2117468118667603,1.5880118608474731,0.640424370765686,0.5886556506156921
35,1.2016024589538574,1.580145001411438,0.6439977884292603,0.5926753282546997
36,1.1927738189697266,1.579703450202942,0.6438860893249512,0.5917820334434509
37,1.1920596361160278,1.579648733139038,0.644444465637207,0.5908887982368469
38,1.194541335105896,1.5793812274932861,0.6470128297805786,0.5917820334434509
39,1.1940504312515259,1.5793733596801758,0.6463428139686584,0.5922286510467529
40,1.1860357522964478,1.5797938108444214,0.6486878991127014,0.5926753282546997
41,1.191476821899414,1.579696774482727,0.6452261209487915,0.5926753282546997
42,1.1853657960891724,1.5796802043914795,0.6498045921325684,0.5908887982368469
43,1.189322829246521,1.5796889066696167,0.6494695544242859,0.5908887982368469
