"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,48.82051282051282,47.47049489364825,32,32,32,32,256
params_extra_decay_factor,0.5485714285714286,0.25937870175550215,0.1,0.30000000000000004,0.6,0.75,0.9
params_extra_dropout_layer_0,0.23500000000000001,0.15985190514644287,0,0.1,0.25,0.32500000000000007,0.5
params_extra_dropout_layer_1,0.25,0.19148542155126763,0,0.15000000000000002,0.30000000000000004,0.4,0.4
params_extra_layers,1.2857142857142858,0.4583492485141057,1,1,1,2,2
params_extra_units_layer_0,139.88571428571427,61.399258200429635,16,96,144,184,240
params_learning_rate,0.0018478079454136214,0.001508194854865395,0.00007726655834718401,0.0010756521619713923,0.0013759501069241086,0.0020476218038025665,0.007054478359841942
params_lidar_filter_decay_factor,0.4491525423728814,0.11214191894653379,0.4,0.4,0.4,0.4,0.9
params_lidar_filters_layer_0,304.37966101694917,50.997848359510876,128,288,304,336,496
params_lidar_kernel_decay_factor,0.2989830508474577,0.14081510668096742,0.1,0.2,0.2,0.4,0.7
params_lidar_kernel_height_0,1.7966101694915255,1.16027883431769,1,1,1,2,5
params_lidar_kernel_height_1,1.2833333333333334,0.4903014177279,1,1,1,2,3
params_lidar_kernel_height_2,1.037037037037037,0.19245008972987526,1,1,1,1,2
params_lidar_kernel_width_0,3.240677966101695,0.7188233592418708,1,3,3,3,5
params_lidar_kernel_width_1,1.2833333333333334,0.4903014177279,1,1,1,2,3
params_lidar_kernel_width_2,1.037037037037037,0.19245008972987526,1,1,1,1,2
params_lidar_layers,1.2949152542372881,0.626355327426125,1,1,1,1,3
params_pool_dim1,1.7457627118644068,0.4361715141562184,1,1,2,2,2
params_pool_dim2,4.959322033898305,1.26640508989965,2,5,5,6,6
