Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.392,78
params_conv1d_0_act,tanh,0.3819,76
params_conv1d_0_act,elu,0.0955,19
params_conv1d_0_act,sigmoid,0.0452,9
params_conv1d_0_act,relu,0.0402,8
params_conv1d_0_act,silu,0.0352,7
params_conv1d_0_act,none,0.0101,2
params_conv1d_1_act,tanh,0.7906,151
params_conv1d_1_act,elu,0.0681,13
params_conv1d_1_act,silu,0.0419,8
params_conv1d_1_act,sigmoid,0.0366,7
params_conv1d_1_act,none,0.0262,5
params_conv1d_1_act,gelu,0.0262,5
params_conv1d_1_act,relu,0.0105,2
params_dense_0_act,elu,0.4798,83
params_dense_0_act,sigmoid,0.3353,58
params_dense_0_act,tanh,0.052,9
params_dense_0_act,silu,0.0462,8
params_dense_0_act,gelu,0.0347,6
params_dense_0_act,none,0.0289,5
params_dense_0_act,relu,0.0231,4
params_pooling_type,max,0.9447,188
params_pooling_type,flatten,0.0402,8
params_pooling_type,average,0.0151,3
