"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,65.3061224489796,29.182046479551328,32,64,64,64,256
params_extra_decay_factor,,,,,,,
params_extra_dropout_layer_0,,,,,,,
params_extra_dropout_layer_1,,,,,,,
params_extra_layers,,,,,,,
params_extra_units_layer_0,,,,,,,
params_learning_rate,0.0012055120245289856,0.0012354678283942658,0.00022234476290876283,0.0006598181619878243,0.0007937875183743364,0.0010554529436785105,0.00615536193286386
params_lidar_filter_decay_factor,0.5877551020408164,0.20679363008124038,0.1,0.6,0.6,0.7000000000000001,0.9
params_lidar_filters_layer_0,85.55102040816327,18.052078855921504,48,80,80,96,128
params_lidar_kernel_decay_factor,0.5102040816326531,0.17108099684942565,0.1,0.4,0.6,0.6,0.9
params_lidar_kernel_height_0,1.183673469387755,0.48620423468243185,1,1,1,1,3
params_lidar_kernel_height_1,1,0,1,1,1,1,1
params_lidar_kernel_height_2,,,,,,,
params_lidar_kernel_width_0,2.1020408163265305,0.3058388709205983,2,2,2,2,3
params_lidar_kernel_width_1,1.0212765957446808,0.14586499149789456,1,1,1,1,2
params_lidar_kernel_width_2,,,,,,,
params_lidar_layers,1.9591836734693877,0.19991494790174605,1,2,2,2,2
params_pool_dim1,1.9795918367346939,0.14285714285714285,1,2,2,2,2
params_pool_dim2,1.6122448979591837,0.49228745543179364,1,1,2,2,2
