Parameter,Category,Fraction,Count
params_conv1d_0_act,tanh,0.6032,38
params_conv1d_0_act,silu,0.127,8
params_conv1d_0_act,none,0.0952,6
params_conv1d_0_act,gelu,0.0952,6
params_conv1d_0_act,elu,0.0476,3
params_conv1d_0_act,relu,0.0317,2
params_conv1d_1_act,silu,0.431,25
params_conv1d_1_act,none,0.1897,11
params_conv1d_1_act,gelu,0.1379,8
params_conv1d_1_act,tanh,0.1207,7
params_conv1d_1_act,elu,0.069,4
params_conv1d_1_act,relu,0.0345,2
params_conv1d_1_act,sigmoid,0.0172,1
params_dense_0_act,tanh,0.4407,26
params_dense_0_act,gelu,0.3051,18
params_dense_0_act,sigmoid,0.1695,10
params_dense_0_act,none,0.0339,2
params_dense_0_act,elu,0.0339,2
params_dense_0_act,relu,0.0169,1
params_pooling_type,max,0.9365,59
params_pooling_type,flatten,0.0476,3
params_pooling_type,average,0.0159,1
