Parameter,Category,Fraction,Count
params_conv1d_0_act,tanh,0.7868852459016393,48
params_conv1d_0_act,sigmoid,0.13114754098360656,8
params_conv1d_0_act,swish,0.08196721311475409,5
params_conv1d_1_act,swish,0.9344262295081968,57
params_conv1d_1_act,tanh,0.06557377049180328,4
params_conv1d_2_act,tanh,1.0,7
params_conv1d_3_act,swish,1.0,3
params_conv1d_4_act,swish,1.0,3
params_dense_0_act,sigmoid,0.8360655737704918,51
params_dense_0_act,tanh,0.09836065573770492,6
params_dense_0_act,swish,0.06557377049180328,4
params_dense_1_act,tanh,0.8113207547169812,43
params_dense_1_act,swish,0.18867924528301888,10
params_dense_as_conv1d_after_concat_act,tanh,1.0,1
params_output_strategy,flatten,0.9180327868852459,56
params_output_strategy,global_average_pooling,0.06557377049180328,4
params_output_strategy,max_pooling_concat,0.01639344262295082,1
