Parameter,Category,Fraction,Count
params_conv1d_0_act,silu,0.6519,206
params_conv1d_0_act,tanh,0.1392,44
params_conv1d_0_act,elu,0.0823,26
params_conv1d_0_act,none,0.0506,16
params_conv1d_0_act,gelu,0.0411,13
params_conv1d_0_act,relu,0.0348,11
params_conv1d_1_act,tanh,0.7556,235
params_conv1d_1_act,silu,0.1576,49
params_conv1d_1_act,none,0.0354,11
params_conv1d_1_act,gelu,0.0257,8
params_conv1d_1_act,elu,0.0161,5
params_conv1d_1_act,relu,0.0064,2
params_conv1d_1_act,sigmoid,0.0032,1
params_dense_0_act,tanh,0.8878,277
params_dense_0_act,gelu,0.0577,18
params_dense_0_act,sigmoid,0.0385,12
params_dense_0_act,none,0.0064,2
params_dense_0_act,elu,0.0064,2
params_dense_0_act,relu,0.0032,1
params_pooling_type,max,0.9873,312
params_pooling_type,flatten,0.0095,3
params_pooling_type,average,0.0032,1
