Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,259.14285714285717,79.3376221813111,64.0,256.0,256.0,256.0,512.0
params_conv1d_0_kernel_size,2.2388392857142856,0.42685100646408136,2.0,2.0,2.0,2.0,3.0
params_conv1d_1_filters,139.42857142857142,91.50217555005507,64.0,128.0,128.0,128.0,512.0
params_conv1d_1_kernel_size,2.0357142857142856,0.18578433666678978,2.0,2.0,2.0,2.0,3.0
params_conv1d_2_filters,94.42857142857143,95.71225652891161,64.0,64.0,64.0,64.0,512.0
params_conv1d_2_kernel_size,2.0424107142857144,0.20174959798629546,2.0,2.0,2.0,2.0,3.0
params_conv1d_3_filters,91.71428571428571,90.91328105628628,64.0,64.0,64.0,64.0,512.0
params_conv1d_3_kernel_size,2.0379464285714284,0.19128033653790197,2.0,2.0,2.0,2.0,3.0
params_dense_1_units,294.6205357142857,14.695681926126783,200.0,300.0,300.0,300.0,300.0
params_dense_2_units,207.12053571428572,17.9849235314673,200.0,200.0,200.0,200.0,300.0
params_lr,4.668157813005181e-05,5.666000445129263e-05,1.0481357237626088e-06,2.9968972784692353e-05,3.782828649244064e-05,4.983662780977987e-05,0.0009517827744306556
params_pool_size_0,2.0580357142857144,0.23407235840167312,2.0,2.0,2.0,2.0,3.0
params_pool_size_1,2.3325892857142856,0.4716675079918459,2.0,2.0,2.0,3.0,3.0
params_pool_size_2,2.0714285714285716,0.25782729124841697,2.0,2.0,2.0,2.0,3.0
params_pool_size_3,2.1339285714285716,0.3409562999358768,2.0,2.0,2.0,2.0,3.0
