"epoch","train_loss","val_loss","train_accuracy","val_accuracy"
1,2.8384110927581787,4.5718255043029785,0.33266332745552063,0.020638348534703255
2,2.206437587738037,3.9420971870422363,0.42780569195747375,0.024478042498230934
3,2.014472723007202,2.8410720825195312,0.47493019700050354,0.2704583704471588
4,1.878342628479004,1.964066743850708,0.5089893937110901,0.5111591219902039
5,1.7791272401809692,1.8465285301208496,0.5300949215888977,0.5382769107818604
6,1.70641028881073,1.8264007568359375,0.5482970476150513,0.5526757836341858
7,1.6391886472702026,1.7819199562072754,0.5644891262054443,0.5653947591781616
8,1.5769623517990112,1.745697259902954,0.5771077871322632,0.569474458694458
9,1.5192447900772095,1.7326918840408325,0.5840312838554382,0.5800336003303528
10,1.4687917232513428,1.753231167793274,0.5964266061782837,0.5766738653182983
11,1.4161423444747925,1.7433074712753296,0.6051368117332458,0.5920326113700867
12,1.3744643926620483,1.7481772899627686,0.6132886409759521,0.5853132009506226
13,1.3270634412765503,1.7485573291778564,0.6182021498680115,0.5759539008140564
14,1.2719402313232422,1.7411701679229736,0.6329424977302551,0.586513102054596
15,1.169703722000122,1.7265342473983765,0.6587381362915039,0.5982721447944641
16,1.097103476524353,1.724285364151001,0.6779452562332153,0.5973122119903564
17,1.0374141931533813,1.729414701461792,0.6989391446113586,0.5961123108863831
18,0.9882056713104248,1.7314225435256958,0.7117811441421509,0.5965922474861145
19,0.945892333984375,1.7349427938461304,0.727973222732544,0.5975521802902222
20,0.9096536040306091,1.7407703399658203,0.7373534440994263,0.596832275390625
21,0.8792387843132019,1.7477623224258423,0.7463986873626709,0.594672441482544
22,0.8583834767341614,1.7404619455337524,0.753880500793457,0.5937125086784363
23,0.8413512706756592,1.7421404123306274,0.759128987789154,0.5932325124740601
24,0.8312303423881531,1.7438011169433594,0.7634840607643127,0.5929925441741943
25,0.8217725157737732,1.7446833848953247,0.7663875222206116,0.593952476978302
26,0.813123881816864,1.7464221715927124,0.7700725793838501,0.594672441482544
