Parameter,Category,Fraction,Count
params_conv2d_block_0_activation,gelu,0.5,2
params_conv2d_block_0_activation,swish,0.5,2
params_conv2d_block_0_kernel_size,5x1,0.5,2
params_conv2d_block_0_kernel_size,1x5,0.25,1
params_conv2d_block_0_kernel_size,5x5,0.25,1
params_conv2d_block_0_normalization,none,0.75,3
params_conv2d_block_0_normalization,batch_norm,0.25,1
params_conv2d_block_0_pool_size,,0.75,3
params_conv2d_block_0_pool_size,2x2,0.25,1
params_conv2d_block_0_pooling,none,0.75,3
params_conv2d_block_0_pooling,average_pool_2d,0.25,1
params_conv2d_block_1_activation,,0.5,2
params_conv2d_block_1_activation,gelu,0.25,1
params_conv2d_block_1_activation,relu,0.25,1
params_conv2d_block_1_kernel_size,,0.5,2
params_conv2d_block_1_kernel_size,1x5,0.25,1
params_conv2d_block_1_kernel_size,5x5,0.25,1
params_conv2d_block_1_normalization,batch_norm,0.5,2
params_conv2d_block_1_normalization,,0.5,2
params_conv2d_block_1_pool_size,,0.75,3
params_conv2d_block_1_pool_size,1x2,0.25,1
params_conv2d_block_1_pooling,,0.5,2
params_conv2d_block_1_pooling,none,0.25,1
params_conv2d_block_1_pooling,max_pool_2d,0.25,1
params_conv2d_block_2_activation,,0.75,3
params_conv2d_block_2_activation,gelu,0.25,1
params_conv2d_block_2_kernel_size,,0.75,3
params_conv2d_block_2_kernel_size,3x3,0.25,1
params_conv2d_block_2_normalization,,0.75,3
params_conv2d_block_2_normalization,none,0.25,1
params_conv2d_block_2_pool_size,,0.75,3
params_conv2d_block_2_pool_size,1x2,0.25,1
params_conv2d_block_2_pooling,,0.75,3
params_conv2d_block_2_pooling,average_pool_2d,0.25,1
params_conv2d_block_3_activation,,1.0,4
params_conv2d_block_3_kernel_size,,1.0,4
params_conv2d_block_3_normalization,,1.0,4
params_conv2d_block_3_pool_size,,1.0,4
params_conv2d_block_3_pooling,,1.0,4
params_global_pooling,max,0.5,2
params_global_pooling,concat_avg_max,0.5,2
