epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,2.8899290561676025,4.35185432434082,0.31936752796173096,0.03631647303700447
2,2.391894578933716,3.578996181488037,0.3890477120876312,0.11322957277297974
3,2.170450448989868,2.516576051712036,0.44077184796333313,0.400778204202652
4,1.9471452236175537,1.9788645505905151,0.499374657869339,0.5009078979492188
5,1.7712392807006836,1.8292906284332275,0.5413614511489868,0.5350194573402405
6,1.616493821144104,1.743025541305542,0.5812042355537415,0.5591439604759216
7,1.4780462980270386,1.6858367919921875,0.6197963356971741,0.5723735690116882
8,1.3720574378967285,1.6434450149536133,0.6379310488700867,0.579636812210083
9,1.2732751369476318,1.607221007347107,0.6550830602645874,0.5889753699302673
10,1.1822396516799927,1.5894705057144165,0.6742898225784302,0.5924773216247559
11,1.0934714078903198,1.5744019746780396,0.7000178694725037,0.5967574715614319
12,1.0191611051559448,1.567799687385559,0.7192245721817017,0.5964980721473694
13,0.9378970265388489,1.5509533882141113,0.7380739450454712,0.5974059700965881
14,0.8556213974952698,1.5472356081008911,0.7654993534088135,0.6015564203262329
15,0.7786019444465637,1.5464253425598145,0.7891727685928345,0.6010376214981079
16,0.7104042768478394,1.5492491722106934,0.8097195029258728,0.5983138680458069
17,0.6417478322982788,1.5551871061325073,0.8358048796653748,0.6012970209121704
18,0.5756242871284485,1.5524756908416748,0.859031617641449,0.5987029671669006
19,0.5216338038444519,1.5621098279953003,0.8774343132972717,0.6009079217910767
20,0.4575580358505249,1.5669618844985962,0.9020904302597046,0.5971465706825256
