Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,198.55737704918033,170.51769454518634,32.0,32.0,112.0,352.0,512.0
params_conv1d_0_kernel_size,2.6557377049180326,1.1384967559848285,1.0,2.0,2.0,3.0,5.0
params_conv1d_1_filters,241.8360655737705,126.6292725936449,32.0,192.0,272.0,272.0,512.0
params_conv1d_1_kernel_size,4.409836065573771,1.0226933261463391,1.0,4.0,5.0,5.0,5.0
params_conv1d_2_filters,333.09090909090907,125.04329216645296,32.0,272.0,352.0,432.0,512.0
params_conv1d_2_kernel_size,3.327272727272727,1.3340906939927208,1.0,2.0,4.0,4.0,5.0
params_conv1d_3_filters,334.4390243902439,143.67986093751756,32.0,192.0,352.0,432.0,512.0
params_conv1d_3_kernel_size,2.2195121951219514,1.151351273980952,1.0,1.0,2.0,3.0,5.0
params_conv1d_4_filters,187.0,149.23460638181575,32.0,32.0,152.0,272.0,512.0
params_conv1d_4_kernel_size,2.59375,1.3879521930969312,1.0,1.0,2.0,4.0,5.0
params_conv1d_5_filters,298.6666666666667,159.0447675820808,32.0,192.0,352.0,432.0,512.0
params_conv1d_5_kernel_size,3.0,1.4638501094227998,1.0,2.0,3.0,4.0,5.0
params_conv1d_6_filters,282.0,168.01360489130465,32.0,172.0,272.0,432.0,512.0
params_conv1d_6_kernel_size,3.0,1.6035674514745464,1.0,1.75,3.0,4.25,5.0
params_conv1d_7_filters,272.0,240.0,32.0,152.0,272.0,392.0,512.0
params_conv1d_7_kernel_size,3.0,2.0,1.0,2.0,3.0,4.0,5.0
params_conv_layers,4.524590163934426,1.6289726555618746,2.0,3.0,5.0,5.0,8.0
params_dense_0_dropout,0.28035714285714286,0.17206726259559912,0.0,0.1,0.2,0.5,0.5
params_dense_0_units,234.82142857142858,40.36159612253264,150.0,200.0,250.0,250.0,300.0
params_dense_1_dropout,0.18571428571428572,0.17728105208558367,0.0,0.05,0.2,0.25,0.5
params_dense_1_units,214.28571428571428,55.63486402641868,150.0,175.0,200.0,250.0,300.0
params_dense_as_conv1d_after_concat_filters,142.5,49.40434670840421,50.0,100.0,150.0,200.0,200.0
params_dense_layers,1.0327868852459017,0.44599002659828246,0.0,1.0,1.0,1.0,2.0
params_lr,0.00024003939473165665,0.00021945625361199778,1.046923063688439e-06,3.6327366254436426e-05,0.00021201707314772274,0.0003587429478403832,0.0009965173261442665
params_pool_size_flatten,23.0,11.285761872936694,10.0,10.0,20.0,30.0,40.0
