Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,104.72727272727273,130.22292451065513,32.0,32.0,32.0,112.0,512.0
params_conv1d_0_kernel_size,1.7370129870129871,0.9337990282913954,1.0,1.0,2.0,2.0,5.0
params_conv1d_1_filters,148.62337662337663,132.20860418968968,32.0,32.0,32.0,272.0,512.0
params_conv1d_1_kernel_size,3.9545454545454546,1.0879314807109601,1.0,3.0,4.0,5.0,5.0
params_conv1d_2_filters,336.92753623188406,122.0939352189256,32.0,272.0,352.0,432.0,512.0
params_conv1d_2_kernel_size,3.2681159420289854,1.3537719949077656,1.0,2.0,3.0,4.0,5.0
params_conv1d_3_filters,333.53846153846155,141.14549685360595,32.0,272.0,352.0,432.0,512.0
params_conv1d_3_kernel_size,2.1648351648351647,1.1572355590778134,1.0,1.0,2.0,3.0,5.0
params_conv1d_4_filters,169.6,150.85199476415391,32.0,32.0,112.0,272.0,512.0
params_conv1d_4_kernel_size,2.48,1.3492740791034787,1.0,1.0,2.0,3.5,5.0
params_conv1d_5_filters,294.4,160.86433207312717,32.0,192.0,352.0,432.0,512.0
params_conv1d_5_kernel_size,3.04,1.4854853303438127,1.0,2.0,3.0,4.0,5.0
params_conv1d_6_filters,277.3333333333333,161.32782359737786,32.0,152.0,272.0,392.0,512.0
params_conv1d_6_kernel_size,3.0,1.4638501094227998,1.0,2.0,3.0,4.0,5.0
params_conv1d_7_filters,272.0,214.66252583997982,32.0,92.0,272.0,452.0,512.0
params_conv1d_7_kernel_size,3.0,1.7888543819998317,1.0,1.5,3.0,4.5,5.0
params_conv_layers,3.1363636363636362,1.5778110504702654,2.0,2.0,2.0,4.0,8.0
params_dense_0_dropout,0.15647840531561463,0.16593037806697272,0.0,0.0,0.2,0.2,0.5
params_dense_0_units,213.78737541528238,30.565906498721635,150.0,200.0,200.0,200.0,300.0
params_dense_1_dropout,0.3612612612612613,0.17846373258817558,0.0,0.2,0.5,0.5,0.5
params_dense_1_units,210.36036036036037,26.21338755563056,150.0,200.0,200.0,200.0,300.0
params_dense_as_conv1d_after_concat_filters,135.52631578947367,51.867678235286405,50.0,100.0,150.0,187.5,200.0
params_dense_layers,1.3571428571428572,0.5253021023597769,0.0,1.0,1.0,2.0,2.0
params_lr,0.00020684127600739305,0.0001535894727005609,1.046923063688439e-06,0.00011054211429786524,0.00016837837246514153,0.0002676339740403501,0.0009965173261442665
params_pool_size_flatten,20.974358974358974,5.033327994003116,10.0,20.0,20.0,20.0,40.0
