Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_0_filters,39.868852459016395,43.09349348019801,32.0,32.0,32.0,32.0,272.0
params_conv1d_0_kernel_size,1.1639344262295082,0.4538842682465968,1.0,1.0,1.0,1.0,3.0
params_conv1d_1_filters,51.67213114754098,63.086374997954294,32.0,32.0,32.0,32.0,272.0
params_conv1d_1_kernel_size,3.262295081967213,0.6807260668889333,3.0,3.0,3.0,3.0,5.0
params_conv1d_2_filters,386.2857142857143,78.07200583588265,272.0,352.0,352.0,432.0,512.0
params_conv1d_2_kernel_size,3.7142857142857144,1.1126972805283737,2.0,3.0,4.0,4.5,5.0
params_conv1d_3_filters,432.0,0.0,432.0,432.0,432.0,432.0,432.0
params_conv1d_3_kernel_size,1.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.5,2.0
params_conv1d_4_filters,32.0,0.0,32.0,32.0,32.0,32.0,32.0
params_conv1d_4_kernel_size,1.3333333333333333,0.5773502691896257,1.0,1.0,1.0,1.5,2.0
params_conv1d_5_filters,,,,,,,
params_conv1d_5_kernel_size,,,,,,,
params_conv1d_6_filters,,,,,,,
params_conv1d_6_kernel_size,,,,,,,
params_conv1d_7_filters,,,,,,,
params_conv1d_7_kernel_size,,,,,,,
params_conv_layers,2.2131147540983607,0.6859240506635472,2.0,2.0,2.0,2.0,5.0
params_dense_0_dropout,0.05409836065573771,0.1467126107869887,0.0,0.0,0.0,0.0,0.5
params_dense_0_units,204.0983606557377,16.570762322066727,200.0,200.0,200.0,200.0,300.0
params_dense_1_dropout,0.4226415094339624,0.14363617156654232,0.1,0.4,0.5,0.5,0.5
params_dense_1_units,204.71698113207546,14.754891442515136,200.0,200.0,200.0,200.0,250.0
params_dense_as_conv1d_after_concat_filters,150.0,,150.0,150.0,150.0,150.0,150.0
params_dense_layers,1.8688524590163935,0.34036303344446667,1.0,2.0,2.0,2.0,2.0
params_lr,0.00014916656556974626,9.044436856914935e-05,8.879852283096022e-05,0.00011028427518262535,0.00011963129258183683,0.00013639726496157624,0.00066574671004183
params_pool_size_flatten,20.178571428571427,1.3363062095621216,20.0,20.0,20.0,20.0,30.0
