Parameter,Category,Fraction,Count
params_cnn3d_activation_layer_0,tanh,0.367816091954023,32
params_cnn3d_activation_layer_0,swish,0.21839080459770116,19
params_cnn3d_activation_layer_0,elu,0.19540229885057472,17
params_cnn3d_activation_layer_0,relu,0.14942528735632185,13
params_cnn3d_activation_layer_0,sigmoid,0.034482758620689655,3
params_cnn3d_activation_layer_0,leaky_relu,0.034482758620689655,3
params_cnn3d_activation_layer_1,tanh,0.42528735632183906,37
params_cnn3d_activation_layer_1,sigmoid,0.20689655172413793,18
params_cnn3d_activation_layer_1,leaky_relu,0.12643678160919541,11
params_cnn3d_activation_layer_1,elu,0.11494252873563218,10
params_cnn3d_activation_layer_1,swish,0.09195402298850575,8
params_cnn3d_activation_layer_1,relu,0.034482758620689655,3
params_cnn3d_activation_layer_2,swish,0.5057471264367817,44
params_cnn3d_activation_layer_2,relu,0.1724137931034483,15
params_cnn3d_activation_layer_2,sigmoid,0.12643678160919541,11
params_cnn3d_activation_layer_2,leaky_relu,0.09195402298850575,8
params_cnn3d_activation_layer_2,elu,0.08045977011494253,7
params_cnn3d_activation_layer_2,tanh,0.022988505747126436,2
params_dense_1_activation,sigmoid,0.26436781609195403,23
params_dense_1_activation,swish,0.2413793103448276,21
params_dense_1_activation,elu,0.1724137931034483,15
params_dense_1_activation,relu,0.12643678160919541,11
params_dense_1_activation,leaky_relu,0.10344827586206896,9
params_dense_1_activation,tanh,0.09195402298850575,8
params_dense_2_activation,relu,0.3793103448275862,22
params_dense_2_activation,tanh,0.3620689655172414,21
params_dense_2_activation,elu,0.15517241379310345,9
params_dense_2_activation,sigmoid,0.05172413793103448,3
params_dense_2_activation,leaky_relu,0.034482758620689655,2
params_dense_2_activation,swish,0.017241379310344827,1
params_optimizer,RMSprop,0.4482758620689655,26
params_optimizer,AdamW,0.22413793103448276,13
params_optimizer,Adam,0.22413793103448276,13
params_optimizer,Lion,0.06896551724137931,4
params_optimizer,SGD,0.017241379310344827,1
params_optimizer,Nadam,0.017241379310344827,1
