epoch,train_loss,val_loss,train_accuracy,val_accuracy
1,2.977576971054077,2.6610679626464844,0.2467493861913681,0.2949061691761017
2,2.614063024520874,2.4481160640716553,0.29389578104019165,0.34941911697387695
3,2.480992078781128,2.407113790512085,0.3208932876586914,0.36461126804351807
4,2.375034809112549,2.347846269607544,0.35146403312683105,0.37354782223701477
5,2.27897047996521,2.2465813159942627,0.3768734633922577,0.39320823550224304
6,2.1838204860687256,2.1109554767608643,0.38967740535736084,0.43342268466949463
7,2.0826830863952637,2.061307668685913,0.4177667498588562,0.45755138993263245
8,2.043917417526245,2.0193915367126465,0.4254094362258911,0.4620196521282196
9,1.9927725791931152,1.996454119682312,0.4335483908653259,0.46648794412612915
10,1.957108974456787,1.9806878566741943,0.4475434124469757,0.468275249004364
11,1.9295293092727661,1.9573118686676025,0.45379653573036194,0.47810545563697815
12,1.905861496925354,1.943031668663025,0.4551860988140106,0.48436102271080017
13,1.8741015195846558,1.9166145324707031,0.46590569615364075,0.491510272026062
14,1.8326200246810913,1.9077579975128174,0.47553348541259766,0.4932975769042969
15,1.8118325471878052,1.8994879722595215,0.49270471930503845,0.48972296714782715
16,1.7844589948654175,1.9035518169403076,0.49667492508888245,0.49240392446517944
17,1.7492691278457642,1.8825489282608032,0.5066997408866882,0.51474529504776
18,1.729718565940857,1.8604514598846436,0.5110669732093811,0.5165325999259949
19,1.7150934934616089,1.8670539855957031,0.5151364803314209,0.5093833804130554
20,1.6903706789016724,1.843807339668274,0.5221835970878601,0.5290437936782837
21,1.6687661409378052,1.8477516174316406,0.5282382369041443,0.5299374461174011
22,1.6604228019714355,1.8821719884872437,0.5328039526939392,0.5156389474868774
23,1.6444108486175537,1.86412513256073,0.5325062274932861,0.5210009217262268
24,1.5245271921157837,1.75948965549469,0.5694292783737183,0.5531724691390991
25,1.4835413694381714,1.7544821500778198,0.5839205980300903,0.5522788166999817
26,1.4593892097473145,1.7516651153564453,0.5861042141914368,0.5478105545043945
27,1.4476336240768433,1.7485438585281372,0.5889826416969299,0.5585343837738037
28,1.4312870502471924,1.7450100183486938,0.5938461422920227,0.554959774017334
29,1.4217853546142578,1.742035984992981,0.5954342484474182,0.5585343837738037
30,1.42115318775177,1.7441308498382568,0.5926550626754761,0.561215341091156
31,1.4027271270751953,1.742632269859314,0.6007940173149109,0.5603216886520386
32,1.39102303981781,1.7461961507797241,0.6062530875205994,0.5558534264564514
33,1.3679755926132202,1.7270020246505737,0.6125062108039856,0.5638963580131531
34,1.3586183786392212,1.7249279022216797,0.6136972904205322,0.5656836628913879
35,1.3534749746322632,1.7235745191574097,0.6123076677322388,0.5647900104522705
36,1.3510544300079346,1.7255258560180664,0.614590585231781,0.5665773153305054
37,1.3441805839538574,1.7240344285964966,0.6167742013931274,0.5665773153305054
38,1.3369650840759277,1.7230424880981445,0.622431755065918,0.5665773153305054
39,1.3370704650878906,1.7238069772720337,0.6232258081436157,0.5674709677696228
40,1.3323814868927002,1.7234283685684204,0.6212406754493713,0.5692582726478577
41,1.3315515518188477,1.7227119207382202,0.6234242916107178,0.5656836628913879
42,1.3319995403289795,1.7238287925720215,0.6237220764160156,0.5674709677696228
43,1.3241323232650757,1.7214124202728271,0.6252109408378601,0.5674709677696228
44,1.3278571367263794,1.7216603755950928,0.6203473806381226,0.5630027055740356
45,1.3235822916030884,1.7221243381500244,0.622530996799469,0.5674709677696228
46,1.3145447969436646,1.7234548330307007,0.6233250498771667,0.5638963580131531
47,1.3151906728744507,1.7178750038146973,0.6243176460266113,0.5728328824043274
48,1.2983436584472656,1.7174733877182007,0.629578173160553,0.5728328824043274
49,1.306495189666748,1.7168923616409302,0.6315632462501526,0.5701519250869751
50,1.3110816478729248,1.7167346477508545,0.6289826035499573,0.5710455775260925
