Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,65.6842105263158,16.548218264763875,32.0,64.0,64.0,64.0,128.0
params_cnn3d_filters_layer_0,92.73684210526316,29.318091647757143,24.0,96.0,104.0,108.0,120.0
params_cnn3d_filters_layer_1,128.0,,128.0,128.0,128.0,128.0,128.0
params_cnn3d_filters_layer_2,,,,,,,
params_cnn3d_filters_layer_3,,,,,,,
params_cnn3d_kernel_depth_0,3.4473684210526314,0.7951667654786407,1.0,3.0,4.0,4.0,4.0
params_cnn3d_kernel_depth_1,3.0,,3.0,3.0,3.0,3.0,3.0
params_cnn3d_kernel_depth_2,,,,,,,
params_cnn3d_kernel_depth_3,,,,,,,
params_cnn3d_kernel_height_0,4.184210526315789,1.3921646213214784,1.0,4.0,5.0,5.0,5.0
params_cnn3d_kernel_height_1,3.0,,3.0,3.0,3.0,3.0,3.0
params_cnn3d_kernel_height_2,,,,,,,
params_cnn3d_kernel_height_3,,,,,,,
params_cnn3d_kernel_width_0,1.5263157894736843,0.8617029683654921,1.0,1.0,1.0,2.0,3.0
params_cnn3d_kernel_width_1,1.0,,1.0,1.0,1.0,1.0,1.0
params_cnn3d_kernel_width_2,,,,,,,
params_cnn3d_kernel_width_3,,,,,,,
params_cnn3d_pool_size_dim1_0,5.2631578947368425,3.8109671789796766,2.0,3.0,4.0,6.0,20.0
params_cnn3d_pool_size_dim1_1,4.0,,4.0,4.0,4.0,4.0,4.0
params_cnn3d_pool_size_dim1_2,,,,,,,
params_cnn3d_pool_size_dim1_3,,,,,,,
params_cnn3d_pool_size_dim2_0,9.5,5.076442678714128,1.0,5.0,8.0,13.75,20.0
params_cnn3d_pool_size_dim2_1,7.0,,7.0,7.0,7.0,7.0,7.0
params_cnn3d_pool_size_dim2_2,,,,,,,
params_cnn3d_pool_size_dim2_3,,,,,,,
params_cnn3d_pool_size_dim3_0,7.157894736842105,2.7950372602019984,2.0,4.0,8.0,10.0,10.0
params_cnn3d_pool_size_dim3_1,3.0,,3.0,3.0,3.0,3.0,3.0
params_cnn3d_pool_size_dim3_2,,,,,,,
params_cnn3d_pool_size_dim3_3,,,,,,,
params_cnn_num_layers,1.0263157894736843,0.16222142113076257,1.0,1.0,1.0,1.0,2.0
params_dense_1_units,311.57894736842104,21.924479196806686,256.0,320.0,320.0,320.0,320.0
params_dense_2_units,256.0,,256.0,256.0,256.0,256.0,256.0
params_learning_rate,0.0014437355966403864,0.0008759876095128036,0.0005371217497558754,0.0008278133976791027,0.0012106777519584242,0.0016552223293327152,0.005162685074987597
params_num_dense_layers,1.0263157894736843,0.16222142113076257,1.0,1.0,1.0,1.0,2.0
