Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,67.17355371900827,13.912916423724491,64.0,64.0,64.0,64.0,128.0
params_conv1d_0_filters,353.8512396694215,179.02205153640784,64.0,256.0,512.0,512.0,512.0
params_conv1d_0_kernel_size,2.1432506887052343,0.5865692090295642,2.0,2.0,2.0,2.0,6.0
params_conv1d_1_filters,189.70798898071627,100.04216026769666,64.0,128.0,128.0,256.0,512.0
params_conv1d_1_kernel_size,2.487603305785124,0.7982962086056306,2.0,2.0,2.0,3.0,6.0
params_conv1d_2_filters,297.07988980716254,188.953915010454,64.0,128.0,128.0,512.0,512.0
params_conv1d_2_kernel_size,3.355371900826446,0.9330592242745556,2.0,3.0,4.0,4.0,6.0
params_conv1d_3_filters,97.14600550964187,96.1256553003835,64.0,64.0,64.0,64.0,512.0
params_conv1d_3_kernel_size,2.798898071625344,0.765844709726561,2.0,2.0,3.0,3.0,6.0
params_dense_2_units,254.54545454545453,26.16353161827225,200.0,230.0,270.0,270.0,300.0
params_lr,4.719928123128252e-05,4.4315139094449736e-05,1.3976086776852907e-06,3.337080193224866e-05,3.991241033759224e-05,4.943866944344875e-05,0.0005752870763721113
params_pool_size_0,2.3581267217630852,0.924562799726209,2.0,2.0,2.0,2.0,5.0
params_pool_size_1,2.4132231404958677,0.7012548518176861,2.0,2.0,2.0,3.0,5.0
params_pool_size_2,3.112947658402204,0.40154792344357826,2.0,3.0,3.0,3.0,5.0
params_pool_size_3,3.1432506887052343,0.5865692090295642,2.0,3.0,3.0,3.0,5.0
