Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,64.0,0.0,64.0,64.0,64.0,64.0,64.0
params_conv1d_0_filters,354.6666666666667,174.50840409158394,64.0,128.0,512.0,512.0,512.0
params_conv1d_0_kernel_size,2.013888888888889,0.11785113019775793,2.0,2.0,2.0,2.0,3.0
params_conv1d_1_filters,203.55555555555554,95.0648242715018,64.0,128.0,256.0,256.0,512.0
params_conv1d_1_kernel_size,2.2777777777777777,0.4510464272103455,2.0,2.0,2.0,3.0,3.0
params_conv1d_2_filters,317.3333333333333,191.98121973879208,64.0,128.0,256.0,512.0,512.0
params_conv1d_2_kernel_size,3.236111111111111,0.7597823178904796,2.0,3.0,3.0,4.0,5.0
params_conv1d_3_filters,65.77777777777777,10.591282918769318,64.0,64.0,64.0,64.0,128.0
params_conv1d_3_kernel_size,2.7222222222222223,0.4510464272103455,2.0,2.0,3.0,3.0,3.0
params_dense_2_units,252.77777777777777,29.37001547627584,210.0,220.0,270.0,270.0,300.0
params_lr,4.118971907976213e-05,1.3240009133168716e-05,2.1652395096309624e-05,3.357355281503723e-05,3.917377289839828e-05,4.5584947334553586e-05,0.00010355929113962267
params_pool_size_0,2.013888888888889,0.11785113019775793,2.0,2.0,2.0,2.0,3.0
params_pool_size_1,2.2083333333333335,0.40896640586576366,2.0,2.0,2.0,2.0,3.0
params_pool_size_2,3.125,0.37294035319639723,3.0,3.0,3.0,3.0,5.0
params_pool_size_3,3.0694444444444446,0.25599234632533807,3.0,3.0,3.0,3.0,4.0
