Parameter,Mean,Std,Min,25%,Median,75%,Max
params_batch_size,72.88888888888889,22.288477131301523,64.0,64.0,64.0,64.0,128.0
params_conv1d_0_filters,398.22222222222223,128.1001173402968,256.0,256.0,512.0,512.0,512.0
params_conv1d_0_kernel_size,2.2222222222222223,0.7164509993215132,2.0,2.0,2.0,2.0,6.0
params_conv1d_1_filters,133.33333333333334,45.25483399593903,128.0,128.0,128.0,128.0,512.0
params_conv1d_1_kernel_size,2.2083333333333335,0.8038201046026284,2.0,2.0,2.0,2.0,6.0
params_conv1d_2_filters,142.22222222222223,55.00479421415437,128.0,128.0,128.0,128.0,512.0
params_conv1d_2_kernel_size,4.069444444444445,0.30610634665367337,4.0,4.0,4.0,4.0,6.0
params_conv1d_3_filters,99.55555555555556,108.42494501310786,64.0,64.0,64.0,64.0,512.0
params_conv1d_3_kernel_size,2.4305555555555554,0.9166133147086046,2.0,2.0,2.0,2.0,6.0
params_dense_2_units,269.1666666666667,10.035149493261805,200.0,270.0,270.0,270.0,280.0
params_lr,5.068745377570478e-05,8.313610924878286e-05,4.987628748978742e-06,3.107495133650796e-05,3.724270281003858e-05,4.5232664308834894e-05,0.0005752870763721113
params_pool_size_0,2.013888888888889,0.11785113019775795,2.0,2.0,2.0,2.0,3.0
params_pool_size_1,2.1527777777777777,0.5730993626756338,2.0,2.0,2.0,2.0,5.0
params_pool_size_2,3.1527777777777777,0.3992853553439886,3.0,3.0,3.0,3.0,5.0
params_pool_size_3,3.013888888888889,0.2650036170656978,2.0,3.0,3.0,3.0,5.0
