Parameter,Category,Fraction,Count
params_dense_0_act,sigmoid,0.76,19
params_dense_0_act,relu,0.12,3
params_dense_0_act,elu,0.12,3
params_dense_1_act,gelu,0.3333,7
params_dense_1_act,relu,0.3333,7
params_dense_1_act,tanh,0.1429,3
params_dense_1_act,elu,0.0952,2
params_dense_1_act,none,0.0476,1
params_dense_1_act,silu,0.0476,1
params_dense_2_act,silu,0.5,2
params_dense_2_act,sigmoid,0.25,1
params_dense_2_act,tanh,0.25,1
params_optimizer,adamw,0.7692,20
params_optimizer,sgd,0.1154,3
params_optimizer,rmsprop,0.0769,2
params_optimizer,adam,0.0385,1
