"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.6733,169
params_conv1d_0_act,swish,0.2629,66
params_conv1d_0_act,sigmoid,0.0398,10
params_conv1d_0_act,tanh,0.0239,6
params_conv1d_1_act,relu,0.6375,160
params_conv1d_1_act,swish,0.2908,73
params_conv1d_1_act,sigmoid,0.0438,11
params_conv1d_1_act,tanh,0.0279,7
params_conv1d_2_act,swish,0.5179,130
params_conv1d_2_act,relu,0.4343,109
params_conv1d_2_act,tanh,0.0239,6
params_conv1d_2_act,sigmoid,0.0239,6
params_conv1d_3_act,swish,0.9363,235
params_conv1d_3_act,tanh,0.0319,8
params_conv1d_3_act,relu,0.0279,7
params_conv1d_3_act,sigmoid,0.004,1
params_dense_1_act,swish,0.4263,107
params_dense_1_act,relu,0.3068,77
params_dense_1_act,tanh,0.247,62
params_dense_1_act,sigmoid,0.0199,5
params_dense_2_act,tanh,0.494,124
params_dense_2_act,sigmoid,0.4422,111
params_dense_2_act,swish,0.0398,10
params_dense_2_act,relu,0.0239,6
