Parameter,Category,Fraction,Count
params_conv1d_activation_0,tanh,0.8421,32
params_conv1d_activation_0,relu,0.0789,3
params_conv1d_activation_0,swish,0.0789,3
params_conv1d_activation_1,swish,0.8421,32
params_conv1d_activation_1,sigmoid,0.0526,2
params_conv1d_activation_1,relu,0.0526,2
params_conv1d_activation_1,tanh,0.0526,2
params_conv1d_activation_2,swish,0.7895,30
params_conv1d_activation_2,sigmoid,0.1053,4
params_conv1d_activation_2,relu,0.0789,3
params_conv1d_activation_2,tanh,0.0263,1
params_conv1d_activation_3,sigmoid,0.7632,29
params_conv1d_activation_3,relu,0.1316,5
params_conv1d_activation_3,tanh,0.0789,3
params_conv1d_activation_3,swish,0.0263,1
params_conv1d_activation_4,tanh,0.6,3
params_conv1d_activation_4,sigmoid,0.2,1
params_conv1d_activation_4,relu,0.2,1
params_conv1d_activation_5,swish,0.3333,1
params_conv1d_activation_5,sigmoid,0.3333,1
params_conv1d_activation_5,relu,0.3333,1
params_conv1d_bn_3,True,0.9474,36
params_conv1d_bn_3,False,0.0526,2
params_conv1d_bn_4,False,0.8,4
params_conv1d_bn_4,True,0.2,1
params_conv1d_bn_5,False,1.0,3
params_extra_dense_0_activation_0,relu,0.8684,33
params_extra_dense_0_activation_0,sigmoid,0.1053,4
params_extra_dense_0_activation_0,swish,0.0263,1
params_extra_dense_1_activation_0,swish,0.7632,29
params_extra_dense_1_activation_0,sigmoid,0.1053,4
params_extra_dense_1_activation_0,relu,0.0789,3
params_extra_dense_1_activation_0,tanh,0.0526,2
params_optimizer,Lion,0.8947,34
params_optimizer,AdamW,0.0789,3
params_optimizer,RMSprop,0.0263,1
