Parameter,Category,Fraction,Count
params_conv1d_0_act,gelu,0.2222,12
params_conv1d_0_act,relu,0.1852,10
params_conv1d_0_act,none,0.1667,9
params_conv1d_0_act,silu,0.1481,8
params_conv1d_0_act,sigmoid,0.1481,8
params_conv1d_0_act,elu,0.0741,4
params_conv1d_0_act,tanh,0.0556,3
params_conv1d_1_act,silu,0.38,19
params_conv1d_1_act,gelu,0.32,16
params_conv1d_1_act,relu,0.1,5
params_conv1d_1_act,elu,0.1,5
params_conv1d_1_act,none,0.06,3
params_conv1d_1_act,tanh,0.04,2
params_conv1d_2_act,gelu,0.4524,19
params_conv1d_2_act,elu,0.2619,11
params_conv1d_2_act,relu,0.1429,6
params_conv1d_2_act,silu,0.0952,4
params_conv1d_2_act,tanh,0.0476,2
params_conv1d_3_act,elu,0.4545,10
params_conv1d_3_act,gelu,0.1364,3
params_conv1d_3_act,tanh,0.1364,3
params_conv1d_3_act,relu,0.0909,2
params_conv1d_3_act,silu,0.0909,2
params_conv1d_3_act,none,0.0909,2
params_dense_0_act,gelu,0.3111,14
params_dense_0_act,silu,0.2889,13
params_dense_0_act,none,0.1333,6
params_dense_0_act,tanh,0.0889,4
params_dense_0_act,elu,0.0889,4
params_dense_0_act,relu,0.0667,3
params_dense_0_act,sigmoid,0.0222,1
params_dense_1_act,none,0.36,9
params_dense_1_act,gelu,0.28,7
params_dense_1_act,sigmoid,0.2,5
params_dense_1_act,elu,0.12,3
params_dense_1_act,relu,0.04,1
params_dense_2_act,sigmoid,0.4167,5
params_dense_2_act,gelu,0.25,3
params_dense_2_act,elu,0.0833,1
params_dense_2_act,none,0.0833,1
params_dense_2_act,relu,0.0833,1
params_dense_2_act,silu,0.0833,1
params_optimizer,lion,0.451,23
params_optimizer,adam,0.2549,13
params_optimizer,adamw,0.1569,8
params_optimizer,rmsprop,0.1176,6
params_optimizer,sgd,0.0196,1
