"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.6289,461
params_conv1d_0_act,swish,0.2838,208
params_conv1d_0_act,sigmoid,0.0559,41
params_conv1d_0_act,tanh,0.0314,23
params_conv1d_1_act,relu,0.7967,584
params_conv1d_1_act,swish,0.1405,103
params_conv1d_1_act,sigmoid,0.0327,24
params_conv1d_1_act,tanh,0.03,22
params_conv1d_2_act,swish,0.7135,523
params_conv1d_2_act,relu,0.1992,146
params_conv1d_2_act,sigmoid,0.0437,32
params_conv1d_2_act,tanh,0.0437,32
params_conv1d_3_act,relu,0.8663,635
params_conv1d_3_act,swish,0.0641,47
params_conv1d_3_act,tanh,0.0409,30
params_conv1d_3_act,sigmoid,0.0286,21
params_dense_1_act,tanh,0.8049,590
params_dense_1_act,swish,0.1255,92
params_dense_1_act,relu,0.0355,26
params_dense_1_act,sigmoid,0.0341,25
params_dense_2_act,swish,0.8104,594
params_dense_2_act,relu,0.0955,70
params_dense_2_act,tanh,0.0628,46
params_dense_2_act,sigmoid,0.0314,23
