Parameter,Category,Fraction,Count
params_adjacency_type,knn,0.573,161
params_adjacency_type,grid,0.427,120
params_cheb_0_activation,relu,0.6771,65
params_cheb_0_activation,swish,0.1875,18
params_cheb_0_activation,None,0.0729,7
params_cheb_0_activation,tanh,0.0625,6
params_cheb_1_activation,swish,0.6098,50
params_cheb_1_activation,relu,0.2439,20
params_cheb_1_activation,tanh,0.0854,7
params_cheb_1_activation,None,0.061,5
params_cheb_2_activation,None,0.3548,11
params_cheb_2_activation,swish,0.2581,8
params_cheb_2_activation,tanh,0.2581,8
params_cheb_2_activation,relu,0.129,4
params_cheb_3_activation,swish,0.5,6
params_cheb_3_activation,relu,0.1667,2
params_cheb_3_activation,None,0.1667,2
params_cheb_3_activation,tanh,0.1667,2
params_dense_0_act,tanh,0.4021,113
params_dense_0_act,relu,0.3488,98
params_dense_0_act,swish,0.1922,54
params_dense_0_act,None,0.0569,16
params_dense_1_act,None,0.3915,110
params_dense_1_act,swish,0.3594,101
params_dense_1_act,relu,0.1922,54
params_dense_1_act,tanh,0.0569,16
params_dense_2_act,relu,0.385,77
params_dense_2_act,tanh,0.23,46
params_dense_2_act,swish,0.215,43
params_dense_2_act,None,0.17,34
params_gat_0_activation,swish,0.3937,50
params_gat_0_activation,relu,0.2283,29
params_gat_0_activation,tanh,0.189,24
params_gat_0_activation,None,0.189,24
params_gat_1_activation,swish,0.2889,26
params_gat_1_activation,None,0.2778,25
params_gat_1_activation,tanh,0.2556,23
params_gat_1_activation,relu,0.1778,16
params_gat_2_activation,relu,0.3818,21
params_gat_2_activation,tanh,0.2727,15
params_gat_2_activation,swish,0.2182,12
params_gat_2_activation,None,0.1273,7
params_gat_3_activation,relu,0.3478,8
params_gat_3_activation,None,0.3478,8
params_gat_3_activation,swish,0.1739,4
params_gat_3_activation,tanh,0.1304,3
params_gcn_0_activation,relu,0.5345,31
params_gcn_0_activation,swish,0.3103,18
params_gcn_0_activation,None,0.1034,6
params_gcn_0_activation,tanh,0.0517,3
params_gcn_1_activation,relu,0.3951,32
params_gcn_1_activation,tanh,0.3457,28
params_gcn_1_activation,swish,0.2222,18
params_gcn_1_activation,None,0.037,3
params_gcn_2_activation,None,0.3667,11
params_gcn_2_activation,swish,0.3,9
params_gcn_2_activation,relu,0.2333,7
params_gcn_2_activation,tanh,0.1,3
params_gcn_3_activation,swish,0.3333,1
params_gcn_3_activation,relu,0.3333,1
params_gcn_3_activation,None,0.3333,1
params_layer_0_type,gat,0.452,127
params_layer_0_type,cheb,0.3416,96
params_layer_0_type,gcn,0.2064,58
params_layer_1_type,gat,0.3396,90
params_layer_1_type,cheb,0.3094,82
params_layer_1_type,gcn,0.3057,81
params_layer_1_type,none,0.0453,12
params_layer_2_type,none,0.4171,83
params_layer_2_type,gat,0.2764,55
params_layer_2_type,cheb,0.1558,31
params_layer_2_type,gcn,0.1508,30
params_layer_3_type,gat,0.3966,23
params_layer_3_type,none,0.3448,20
params_layer_3_type,cheb,0.2069,12
params_layer_3_type,gcn,0.0517,3
