Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cheb_0_K,4.61,0.76,5,4.75,5,3,5
params_cheb_0_dropout,0.2,9.45e-02,0.2,0.2,0.2,0,0.4
params_cheb_0_units,212.67,71.63,256,128,256,64,256
params_cheb_1_K,3.72,0.57,4,3,4,3,4
params_cheb_1_dropout,0.36,9.95e-02,0.4,0.3,0.4,0.1,0.5
params_cheb_1_units,163.9,62.88,128,128,256,128,256
params_cheb_2_K,3.32,1.01,4,2,4,2,5
params_cheb_2_dropout,0.17,0.14,0.2,0.1,0.2,0,0.4
params_cheb_2_units,161.03,63.72,128,128,256,96,256
params_cheb_3_K,2.92,1.0,3,2,3.25,2,4.45
params_cheb_3_dropout,0.32,0.16,0.35,0.2,0.43,5.50e-02,0.5
params_cheb_3_units,192,81.87,256,128,256,64,256
params_dense_0_dropout,0.18,0.17,0.2,0,0.4,0,0.4
params_dense_0_units,353.2,48.07,350,300,400,250,400
params_dense_1_dropout,0.18,0.16,0.2,0,0.4,0,0.4
params_dense_1_units,311.03,52.98,300,250,350,250,400
params_dense_2_dropout,0.14,0.19,0,0,0.4,0,0.4
params_dense_2_units,294.75,48.96,250,250,350,250,350
params_gat_0_dropout,0.28,0.16,0.3,0.15,0.4,0,0.5
params_gat_0_heads,4.47,2.22,4,3,6,1,8
params_gat_0_units,145.64,73.32,128,64,256,64,256
params_gat_1_dropout,0.24,0.16,0.2,0.1,0.4,0,0.5
params_gat_1_heads,4.52,2.29,4.5,2.25,6.75,1,8
params_gat_1_units,140.09,80.78,128,64,256,64,256
params_gat_2_dropout,0.26,0.16,0.3,0.1,0.4,0,0.5
params_gat_2_heads,4.47,2.34,4,2.5,7,1,8
params_gat_2_units,140.8,73.28,128,64,192,64,256
params_gat_3_dropout,0.25,0.18,0.3,0.1,0.4,0,0.5
params_gat_3_heads,4.48,2.39,4,2.5,6.5,1,8
params_gat_3_units,158.61,90.24,128,64,256,64,256
params_gcn_0_dropout,0.13,0.14,0.1,0,0.3,0,0.31
params_gcn_0_units,152.28,68.69,128,128,256,64,256
params_gcn_1_dropout,0.17,0.14,0.1,0.1,0.2,0,0.5
params_gcn_1_units,140.64,79.95,128,64,256,64,256
params_gcn_2_dropout,0.18,0.16,0.15,0,0.3,0,0.45
params_gcn_2_units,198.4,79.46,256,128,256,64,256
params_gcn_3_dropout,0.13,0.12,0.2,0.1,0.2,2.00e-02,0.2
params_gcn_3_units,128,110.85,64,64,160,64,236.8
params_knn_k,10.73,4.99,12,4,16,4,16
params_lr,5.54e-05,1.31e-05,5.55e-05,4.50e-05,6.57e-05,3.25e-05,7.64e-05
params_num_dense_layers,2.71,0.45,3,2,3,2,3
params_num_gcn_layers,2.86,0.81,3,2,3,1,4
