Parameter,Category,Fraction,Count
params_conv1d_0_act,none,0.7826,90
params_conv1d_0_act,relu,0.087,10
params_conv1d_0_act,gelu,0.0435,5
params_conv1d_0_act,silu,0.0348,4
params_conv1d_0_act,tanh,0.0261,3
params_conv1d_0_act,elu,0.0174,2
params_conv1d_0_act,sigmoid,0.0087,1
params_conv1d_1_act,silu,0.5727,63
params_conv1d_1_act,relu,0.3,33
params_conv1d_1_act,elu,0.1,11
params_conv1d_1_act,gelu,0.0182,2
params_conv1d_1_act,none,0.0091,1
params_dense_0_act,silu,0.5789,66
params_dense_0_act,elu,0.3158,36
params_dense_0_act,gelu,0.0526,6
params_dense_0_act,sigmoid,0.0175,2
params_dense_0_act,relu,0.0175,2
params_dense_0_act,tanh,0.0175,2
params_pooling_type,flatten,0.9304,107
params_pooling_type,max,0.0435,5
params_pooling_type,average,0.0261,3
