Parameter,Category,Fraction,Count
params_conv1d_0_act,relu,0.5926,32
params_conv1d_0_act,gelu,0.3704,20
params_conv1d_0_act,silu,0.037,2
params_conv1d_1_act,silu,0.9444,51
params_conv1d_1_act,gelu,0.0556,3
params_conv1d_2_act,relu,0.5926,32
params_conv1d_2_act,elu,0.4074,22
params_conv1d_3_act,silu,1.0,3
params_dense_0_act,none,0.4815,26
params_dense_0_act,elu,0.3519,19
params_dense_0_act,gelu,0.1481,8
params_dense_0_act,relu,0.0185,1
params_dense_1_act,sigmoid,1.0,54
params_optimizer,adam,0.963,52
params_optimizer,rmsprop,0.037,2
