"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,46.3448275862069,16.195845724111226,32,32,32,64,64
params_cnn3d_filter_decay_factor,0.4274509803921568,0.2569657030598045,0.1,0.2,0.4,0.65,0.9
params_cnn3d_filters_layer_0,69.33333333333333,28.91827565168205,16,48,64,80,128
params_cnn3d_kernel_decay_factor,0.5784313725490197,0.24844615150184646,0.1,0.45,0.6,0.8,0.9
params_cnn3d_kernel_depth_0,3,1.42828568570857,1,2,3,4,5
params_cnn3d_kernel_depth_1,1.8666666666666667,1.0742546199601597,1,1,1.5,2,4
params_cnn3d_kernel_depth_2,1.5555555555555556,0.7264831572567789,1,1,1,2,3
params_cnn3d_kernel_height_0,4.2745098039215685,0.9608003199947223,1,4,5,5,5
params_cnn3d_kernel_height_1,1.9,1.0938700673013824,1,1,1.5,2.75,4
params_cnn3d_kernel_height_2,1.5555555555555556,0.7264831572567789,1,1,1,2,3
params_cnn3d_kernel_width_0,3.2549019607843137,1.1805615147869586,1,3,3,4,5
params_cnn3d_kernel_width_1,1.4333333333333333,0.6789105539243627,1,1,1,2,3
params_cnn3d_kernel_width_2,1.5555555555555556,0.7264831572567789,1,1,1,2,3
params_cnn3d_layers,1.7647058823529411,0.737244472183214,1,1,2,2,3
params_learning_rate,0.0019513950505060022,0.002686173692173502,0.000013054483855337621,0.00019085732743453828,0.0005244238273148951,0.0029072078213866377,0.009360384157321941
params_pool_dim1,1.4901960784313726,0.5048781642974013,1,1,1,2,2
params_pool_dim2,3.3529411764705883,1.6712094950874914,1,2,4,5,5
params_pool_dim3,1.411764705882353,0.4970501217477084,1,1,1,2,2
