Parameter,Category,Fraction,Count
params_conv1d_0_act,swish,0.76,19
params_conv1d_0_act,relu,0.2,5
params_conv1d_0_act,tanh,0.04,1
params_conv1d_1_act,swish,0.72,18
params_conv1d_1_act,relu,0.16,4
params_conv1d_1_act,tanh,0.12,3
params_conv1d_2_act,relu,0.76,19
params_conv1d_2_act,swish,0.24,6
params_conv1d_3_act,swish,0.72,18
params_conv1d_3_act,tanh,0.2,5
params_conv1d_3_act,relu,0.08,2
params_dense_0_act,tanh,0.44,11
params_dense_0_act,swish,0.36,9
params_dense_0_act,relu,0.2,5
params_dense_1_act,tanh,0.72,18
params_dense_1_act,relu,0.16,4
params_dense_1_act,swish,0.12,3
params_dense_2_act,swish,0.6667,2
params_dense_2_act,tanh,0.3333,1
params_se_0_se_act_expand,swish,0.48,12
params_se_0_se_act_expand,tanh,0.36,9
params_se_0_se_act_expand,relu,0.16,4
params_se_0_se_act_reduce,relu,0.64,16
params_se_0_se_act_reduce,tanh,0.2,5
params_se_0_se_act_reduce,swish,0.16,4
params_se_1_se_act_expand,tanh,0.52,13
params_se_1_se_act_expand,relu,0.36,9
params_se_1_se_act_expand,swish,0.12,3
params_se_1_se_act_reduce,tanh,0.48,12
params_se_1_se_act_reduce,relu,0.28,7
params_se_1_se_act_reduce,swish,0.24,6
params_se_3_se_act_expand,swish,0.84,21
params_se_3_se_act_expand,relu,0.12,3
params_se_3_se_act_expand,tanh,0.04,1
params_se_3_se_act_reduce,relu,0.6,15
params_se_3_se_act_reduce,tanh,0.24,6
params_se_3_se_act_reduce,swish,0.16,4
