Parameter,Category,Fraction,Count
params_cnn_dense_0_act,sigmoid,0.3529,18
params_cnn_dense_0_act,silu,0.1569,8
params_cnn_dense_0_act,elu,0.1373,7
params_cnn_dense_0_act,gelu,0.1176,6
params_cnn_dense_0_act,relu,0.098,5
params_cnn_dense_0_act,none,0.0784,4
params_cnn_dense_0_act,tanh,0.0588,3
params_cnn_dense_1_act,silu,0.7143,5
params_cnn_dense_1_act,none,0.1429,1
params_cnn_dense_1_act,relu,0.1429,1
params_cnn_dense_2_act,none,0.75,3
params_cnn_dense_2_act,silu,0.25,1
params_conv1d_0_act,gelu,0.6379,37
params_conv1d_0_act,relu,0.1552,9
params_conv1d_0_act,sigmoid,0.0517,3
params_conv1d_0_act,silu,0.0517,3
params_conv1d_0_act,none,0.0517,3
params_conv1d_0_act,tanh,0.0345,2
params_conv1d_0_act,elu,0.0172,1
params_conv1d_1_act,gelu,0.4655,27
params_conv1d_1_act,relu,0.3966,23
params_conv1d_1_act,sigmoid,0.069,4
params_conv1d_1_act,elu,0.0345,2
params_conv1d_1_act,silu,0.0172,1
params_conv1d_1_act,none,0.0172,1
params_conv1d_2_act,silu,0.4423,23
params_conv1d_2_act,tanh,0.2692,14
params_conv1d_2_act,gelu,0.0962,5
params_conv1d_2_act,sigmoid,0.0769,4
params_conv1d_2_act,relu,0.0577,3
params_conv1d_2_act,none,0.0385,2
params_conv1d_2_act,elu,0.0192,1
params_conv1d_3_act,silu,0.7143,35
params_conv1d_3_act,gelu,0.0816,4
params_conv1d_3_act,elu,0.0816,4
params_conv1d_3_act,tanh,0.0612,3
params_conv1d_3_act,sigmoid,0.0204,1
params_conv1d_3_act,relu,0.0204,1
params_conv1d_3_act,none,0.0204,1
params_dense_0_act,sigmoid,0.25,1
params_dense_0_act,none,0.25,1
params_dense_0_act,elu,0.25,1
params_dense_0_act,silu,0.25,1
params_optimizer,lion,0.8793,51
params_optimizer,adam,0.069,4
params_optimizer,adamw,0.0517,3
params_pooling_type,max,0.5,29
params_pooling_type,flatten,0.4655,27
params_pooling_type,average,0.0345,2
