"Parameter","Category","Fraction","Count"
params_conv1d_0_act,relu,0.5517,16
params_conv1d_0_act,swish,0.2414,7
params_conv1d_0_act,tanh,0.2069,6
params_conv1d_1_act,relu,0.4483,13
params_conv1d_1_act,swish,0.4483,13
params_conv1d_1_act,tanh,0.1034,3
params_conv1d_2_act,swish,0.7241,21
params_conv1d_2_act,tanh,0.1724,5
params_conv1d_2_act,relu,0.1034,3
params_conv1d_3_act,tanh,0.5172,15
params_conv1d_3_act,relu,0.2759,8
params_conv1d_3_act,swish,0.2069,6
params_dense_0_act,tanh,0.625,15
params_dense_0_act,relu,0.25,6
params_dense_0_act,swish,0.125,3
params_dense_1_act,tanh,0.6111,11
params_dense_1_act,relu,0.2222,4
params_dense_1_act,swish,0.1667,3
params_ffn_activation,relu,0.7586,22
params_ffn_activation,swish,0.1379,4
params_ffn_activation,tanh,0.1034,3
