Parameter,Category,Fraction,Count
params_conv1d_0_act,elu,0.2515,41
params_conv1d_0_act,silu,0.2025,33
params_conv1d_0_act,tanh,0.1963,32
params_conv1d_0_act,gelu,0.135,22
params_conv1d_0_act,sigmoid,0.0798,13
params_conv1d_0_act,relu,0.0736,12
params_conv1d_0_act,none,0.0613,10
params_conv1d_1_act,relu,0.6118,93
params_conv1d_1_act,silu,0.2039,31
params_conv1d_1_act,elu,0.0789,12
params_conv1d_1_act,sigmoid,0.0263,4
params_conv1d_1_act,gelu,0.0263,4
params_conv1d_1_act,tanh,0.0263,4
params_conv1d_1_act,none,0.0263,4
params_conv1d_2_act,silu,0.4706,64
params_conv1d_2_act,none,0.2279,31
params_conv1d_2_act,relu,0.1912,26
params_conv1d_2_act,gelu,0.0441,6
params_conv1d_2_act,sigmoid,0.0221,3
params_conv1d_2_act,elu,0.0221,3
params_conv1d_2_act,tanh,0.0221,3
params_conv1d_3_act,silu,0.3906,25
params_conv1d_3_act,elu,0.25,16
params_conv1d_3_act,none,0.2031,13
params_conv1d_3_act,relu,0.0781,5
params_conv1d_3_act,gelu,0.0469,3
params_conv1d_3_act,tanh,0.0156,1
params_conv1d_3_act,sigmoid,0.0156,1
params_dense_0_act,elu,0.4,62
params_dense_0_act,tanh,0.1742,27
params_dense_0_act,silu,0.1355,21
params_dense_0_act,gelu,0.1226,19
params_dense_0_act,none,0.1097,17
params_dense_0_act,sigmoid,0.0323,5
params_dense_0_act,relu,0.0258,4
params_dense_1_act,relu,0.4156,64
params_dense_1_act,gelu,0.2468,38
params_dense_1_act,elu,0.1948,30
params_dense_1_act,silu,0.0519,8
params_dense_1_act,none,0.039,6
params_dense_1_act,tanh,0.039,6
params_dense_1_act,sigmoid,0.013,2
params_dense_2_act,relu,0.3984,51
params_dense_2_act,gelu,0.3359,43
params_dense_2_act,elu,0.1172,15
params_dense_2_act,silu,0.0469,6
params_dense_2_act,tanh,0.0469,6
params_dense_2_act,none,0.0312,4
params_dense_2_act,sigmoid,0.0234,3
params_optimizer,lion,0.7688,123
params_optimizer,adam,0.0875,14
params_optimizer,rmsprop,0.0813,13
params_optimizer,adamw,0.05,8
params_optimizer,sgd,0.0125,2
