Parameter,Category,Fraction,Count
params_cheb_0_act,elu,0.381,8
params_cheb_0_act,sigmoid,0.2381,5
params_cheb_0_act,silu,0.1429,3
params_cheb_0_act,relu,0.0952,2
params_cheb_0_act,tanh,0.0952,2
params_cheb_0_act,none,0.0476,1
params_cheb_1_act,gelu,0.5,6
params_cheb_1_act,none,0.3333,4
params_cheb_1_act,relu,0.0833,1
params_cheb_1_act,tanh,0.0833,1
params_cheb_2_act,tanh,0.75,3
params_cheb_2_act,elu,0.25,1
params_cheb_3_act,relu,1.0,2
params_dense_0_act,silu,0.3333,7
params_dense_0_act,gelu,0.2381,5
params_dense_0_act,tanh,0.1905,4
params_dense_0_act,elu,0.1429,3
params_dense_0_act,sigmoid,0.0476,1
params_dense_0_act,relu,0.0476,1
params_dense_1_act,gelu,0.35,7
params_dense_1_act,none,0.2,4
params_dense_1_act,silu,0.15,3
params_dense_1_act,relu,0.1,2
params_dense_1_act,sigmoid,0.1,2
params_dense_1_act,tanh,0.05,1
params_dense_1_act,elu,0.05,1
params_dense_2_act,elu,0.5833,7
params_dense_2_act,tanh,0.1667,2
params_dense_2_act,gelu,0.1667,2
params_dense_2_act,silu,0.0833,1
params_optimizer,lion,0.7143,15
params_optimizer,rmsprop,0.1905,4
params_optimizer,adamw,0.0952,2
