Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cheb_0_dropout,0.17,0.19,0.1,0,0.2,0.0,0.5
params_cheb_0_units,243.81,111.65,240.0,160,320,40.0,400.0
params_cheb_1_dropout,0.14,0.11,0.15,7.50e-02,0.2,0.0,0.3
params_cheb_1_units,300,86.13,300.0,230,370,182.0,400.0
params_cheb_2_dropout,0.4,0.12,0.4,0.3,0.5,0.3,0.5
params_cheb_2_units,380,23.09,380.0,360,400,360.0,400.0
params_cheb_3_dropout,0.4,0.14,0.4,0.35,0.45,0.31,0.49
params_cheb_3_units,340,84.85,340.0,310,370,286.0,394.0
params_dense_0_dropout,8.57e-02,0.14,0.0,0,0.2,0.0,0.4
params_dense_0_units,471.43,81.5,450.0,400,550,400.0,600.0
params_dense_1_dropout,5.00e-02,8.89e-02,0.0,0,5.00e-02,0.0,0.2
params_dense_1_units,420,99.21,400.0,350,500,297.5,600.0
params_dense_2_dropout,0.33,0.13,0.4,0.35,0.4,0.11,0.4
params_dense_2_units,370.83,113.73,350.0,337.5,350,250.0,600.0
params_knn_k,10.1,3.71,12.0,8,12,4.0,16.0
params_num_dense_layers,2.52,0.6,3.0,2,3,2.0,3.0
params_num_gnn_layers,1.86,0.96,2.0,1,2,1.0,4.0
