Parameter,Mean,Std,Median,Min (25% quantile),Max (75% quantile),Min (5% quantile),Max (95% quantile)
params_cnn_dense_0_filters,275.0,35.36,275.0,262.5,287.5,252.5,297.5
params_cnn_dense_1_filters,275.0,35.36,275.0,262.5,287.5,252.5,297.5
params_cnn_dense_2_filters,350.0,,350.0,350.0,350.0,350.0,350.0
params_conv1d_0_filters,388.81,135.74,512.0,256.0,512.0,256.0,512.0
params_conv1d_0_kernel_size,5.06,0.48,5.0,5.0,5.0,5.0,5.0
params_conv1d_1_filters,138.88,114.58,64.0,64.0,256.0,64.0,256.0
params_conv1d_1_kernel_size,3.16,0.86,3.0,3.0,3.0,3.0,3.0
params_conv1d_2_filters,219.28,155.26,128.0,128.0,256.0,128.0,512.0
params_conv1d_2_kernel_size,6.98,0.51,7.0,7.0,7.0,7.0,7.0
params_conv1d_3_filters,217.81,65.87,256.0,128.0,256.0,128.0,256.0
params_conv1d_3_kernel_size,6.94,0.62,7.0,7.0,7.0,7.0,7.0
params_dense_0_dropout,0.14,9.28e-02,0.2,0.0,0.2,0.0,0.2
params_dense_0_units,518.2,79.02,550.0,500.0,600.0,400.0,600.0
params_dense_1_dropout,0.2,2.03e-02,0.2,0.2,0.2,0.2,0.2
params_dense_1_units,350.0,45.07,350.0,350.0,350.0,250.0,400.0
params_dense_2_dropout,0.0,0,0.0,0.0,0.0,0.0,0.0
params_dense_2_units,500.0,100,500.0,450.0,550.0,410.0,590.0
params_num_conv_layers,3.97,0.21,4.0,4.0,4.0,4.0,4.0
params_num_dense_layers,1.4,0.53,1.0,1.0,2.0,1.0,2.0
params_pool_size_0,2.19,0.46,2.0,2.0,2.0,2.0,3.0
params_pool_size_1,2.02,0.28,2.0,2.0,2.0,2.0,2.0
params_pool_size_2,3.39,0.6,3.0,3.0,4.0,3.0,4.0
params_pool_size_3,3.01,0.14,3.0,3.0,3.0,3.0,3.0
