"Parameter","Category","Fraction","Count"
params_conv1d_0_act,swish,0.807,46
params_conv1d_0_act,tanh,0.1228,7
params_conv1d_0_act,relu,0.0702,4
params_conv1d_1_act,swish,0.807,46
params_conv1d_1_act,relu,0.1053,6
params_conv1d_1_act,tanh,0.0877,5
params_conv1d_2_act,relu,0.5263,30
params_conv1d_2_act,swish,0.4561,26
params_conv1d_2_act,tanh,0.0175,1
params_conv1d_3_act,swish,0.8596,49
params_conv1d_3_act,tanh,0.0702,4
params_conv1d_3_act,relu,0.0702,4
params_dense_0_act,relu,0.4464,25
params_dense_0_act,swish,0.3393,19
params_dense_0_act,tanh,0.2143,12
params_dense_1_act,tanh,0.76,38
params_dense_1_act,swish,0.12,6
params_dense_1_act,relu,0.12,6
