Parameter,Category,Fraction,Count
params_cnn_dense_0_act,none,0.4667,7
params_cnn_dense_0_act,silu,0.2,3
params_cnn_dense_0_act,relu,0.2,3
params_cnn_dense_0_act,sigmoid,0.0667,1
params_cnn_dense_0_act,elu,0.0667,1
params_cnn_dense_1_act,silu,0.6667,2
params_cnn_dense_1_act,tanh,0.3333,1
params_conv1d_0_act,none,0.4362,41
params_conv1d_0_act,tanh,0.2447,23
params_conv1d_0_act,elu,0.1702,16
params_conv1d_0_act,relu,0.0532,5
params_conv1d_0_act,gelu,0.0426,4
params_conv1d_0_act,silu,0.0319,3
params_conv1d_0_act,sigmoid,0.0213,2
params_conv1d_1_act,sigmoid,0.5217,48
params_conv1d_1_act,tanh,0.2174,20
params_conv1d_1_act,none,0.1087,10
params_conv1d_1_act,silu,0.0543,5
params_conv1d_1_act,gelu,0.0435,4
params_conv1d_1_act,elu,0.0326,3
params_conv1d_1_act,relu,0.0217,2
params_conv1d_2_act,gelu,0.4699,39
params_conv1d_2_act,none,0.1446,12
params_conv1d_2_act,tanh,0.1084,9
params_conv1d_2_act,relu,0.0964,8
params_conv1d_2_act,silu,0.0843,7
params_conv1d_2_act,sigmoid,0.0482,4
params_conv1d_2_act,elu,0.0482,4
params_conv1d_3_act,none,0.7692,60
params_conv1d_3_act,sigmoid,0.0641,5
params_conv1d_3_act,silu,0.0513,4
params_conv1d_3_act,relu,0.0513,4
params_conv1d_3_act,tanh,0.0385,3
params_conv1d_3_act,gelu,0.0128,1
params_conv1d_3_act,elu,0.0128,1
params_dense_0_act,elu,0.2857,2
params_dense_0_act,relu,0.1429,1
params_dense_0_act,sigmoid,0.1429,1
params_dense_0_act,silu,0.1429,1
params_dense_0_act,tanh,0.1429,1
params_dense_0_act,gelu,0.1429,1
params_dense_1_act,tanh,0.5,1
params_dense_1_act,silu,0.5,1
params_optimizer,lion,0.4468,42
params_optimizer,rmsprop,0.1915,18
params_optimizer,adamw,0.1809,17
params_optimizer,adam,0.1064,10
params_optimizer,sgd,0.0745,7
params_pooling_type,flatten,0.5851,55
params_pooling_type,average,0.234,22
params_pooling_type,max,0.1809,17
params_use_cnn_as_dense,False,0.6915,65
params_use_cnn_as_dense,True,0.3085,29
