"Parameter","Category","Fraction","Count"
params_conv1d_0_act,swish,0.6693,85
params_conv1d_0_act,relu,0.2913,37
params_conv1d_0_act,tanh,0.0236,3
params_conv1d_0_act,sigmoid,0.0157,2
params_conv1d_1_act,relu,0.7559,96
params_conv1d_1_act,sigmoid,0.1417,18
params_conv1d_1_act,swish,0.063,8
params_conv1d_1_act,tanh,0.0394,5
params_conv1d_2_act,relu,0.7953,101
params_conv1d_2_act,tanh,0.1496,19
params_conv1d_2_act,sigmoid,0.0315,4
params_conv1d_2_act,swish,0.0236,3
params_conv1d_3_act,relu,0.9528,121
params_conv1d_3_act,sigmoid,0.0157,2
params_conv1d_3_act,tanh,0.0157,2
params_conv1d_3_act,swish,0.0157,2
params_dense_1_act,relu,0.5591,71
params_dense_1_act,swish,0.4016,51
params_dense_1_act,tanh,0.0236,3
params_dense_1_act,sigmoid,0.0157,2
params_dense_2_act,swish,0.8819,112
params_dense_2_act,relu,0.0551,7
params_dense_2_act,sigmoid,0.0551,7
params_dense_2_act,tanh,0.0079,1
