"Parameter","Mean","Std","Min","25%","Median","75%","Max"
params_batch_size,65.41176470588235,78.0776948090175,32,32,32,64,512
params_learning_rate,0.0027728553423531314,0.002548788978085545,0.000015383910242522705,0.0003200818328234605,0.002254699415625115,0.004568080752272382,0.00924813184496902
params_lidar_filter_decay_factor,0.6832460732984293,0.1769089482511893,0.1,0.6,0.7000000000000001,0.8,0.9
params_lidar_filters_layer_0,175.41361256544502,52.3598040187383,16,144,176,208,256
params_lidar_kernel_decay_factor,0.45340314136125665,0.2041063700766573,0.1,0.30000000000000004,0.4,0.6,0.9
params_lidar_kernel_height_0,3.6230366492146597,0.8362152793309913,1,3,4,4,5
params_lidar_kernel_height_1,1.9454545454545455,0.9313109402020721,1,1,2,3,4
params_lidar_kernel_height_2,1.3333333333333333,0.840168050416806,1,1,1,1,4
params_lidar_kernel_height_3,1.0909090909090908,0.30151134457776363,1,1,1,1,2
params_lidar_kernel_height_4,1.25,0.5,1,1,1,1.25,2
params_lidar_kernel_width_0,1.5706806282722514,1.0020920524958736,1,1,1,2,5
params_lidar_kernel_width_1,1.9636363636363636,0.9420945215540144,1,1,2,3,4
params_lidar_kernel_width_2,1.1666666666666667,0.5144957554275266,1,1,1,1,3
params_lidar_kernel_width_3,1.0909090909090908,0.30151134457776363,1,1,1,1,2
params_lidar_kernel_width_4,1.25,0.5,1,1,1,1.25,2
params_lidar_layers,1.4607329842931938,0.892823720982152,1,1,1,2,5
params_pool_dim1,1.9109947643979057,0.285499663515005,1,2,2,2,2
params_pool_dim2,3.282722513089005,1.1115020285351986,1,2.5,4,4,4
