Parameter,Category,Fraction,Count
params_conv2d_0_act,silu,0.5741,31
params_conv2d_0_act,none,0.1852,10
params_conv2d_0_act,sigmoid,0.0926,5
params_conv2d_0_act,relu,0.0926,5
params_conv2d_0_act,tanh,0.0556,3
params_conv2d_0_norm,batch,0.7963,43
params_conv2d_0_norm,group,0.1296,7
params_conv2d_0_norm,layer,0.0741,4
params_conv2d_1_act,relu,0.4815,26
params_conv2d_1_act,silu,0.3519,19
params_conv2d_1_act,none,0.1111,6
params_conv2d_1_act,elu,0.0556,3
params_conv2d_1_norm,group,0.7778,42
params_conv2d_1_norm,layer,0.1111,6
params_conv2d_1_norm,batch,0.1111,6
params_conv2d_2_act,silu,0.5741,31
params_conv2d_2_act,none,0.1667,9
params_conv2d_2_act,,0.1296,7
params_conv2d_2_act,sigmoid,0.1296,7
params_conv2d_2_norm,batch,0.7222,39
params_conv2d_2_norm,,0.1296,7
params_conv2d_2_norm,group,0.1111,6
params_conv2d_2_norm,layer,0.037,2
params_coord_dense_0_act,none,0.7037,38
params_coord_dense_0_act,relu,0.2963,16
params_coord_dense_1_act,,0.8333,45
params_coord_dense_1_act,none,0.0926,5
params_coord_dense_1_act,relu,0.0741,4
params_fusion_dense_0_act,relu,0.6481,35
params_fusion_dense_0_act,elu,0.2037,11
params_fusion_dense_0_act,none,0.1481,8
params_output_head,sigmoid,0.537,29
params_output_head,softmax,0.463,25
