Parameter,Category,Fraction,Count
params_cnn_dense_0_act,elu,0.3665,70
params_cnn_dense_0_act,tanh,0.2984,57
params_cnn_dense_0_act,gelu,0.1832,35
params_cnn_dense_0_act,sigmoid,0.0942,18
params_cnn_dense_0_act,none,0.0262,5
params_cnn_dense_0_act,silu,0.0209,4
params_cnn_dense_0_act,relu,0.0105,2
params_cnn_dense_1_act,tanh,0.4921,94
params_cnn_dense_1_act,sigmoid,0.3665,70
params_cnn_dense_1_act,none,0.0838,16
params_cnn_dense_1_act,gelu,0.0209,4
params_cnn_dense_1_act,relu,0.0209,4
params_cnn_dense_1_act,silu,0.0105,2
params_cnn_dense_1_act,elu,0.0052,1
params_cnn_dense_2_act,gelu,0.4731,88
params_cnn_dense_2_act,none,0.2742,51
params_cnn_dense_2_act,relu,0.0968,18
params_cnn_dense_2_act,tanh,0.0806,15
params_cnn_dense_2_act,elu,0.0484,9
params_cnn_dense_2_act,silu,0.0215,4
params_cnn_dense_2_act,sigmoid,0.0054,1
params_conv1d_0_act,tanh,0.2927,60
params_conv1d_0_act,elu,0.2049,42
params_conv1d_0_act,gelu,0.2049,42
params_conv1d_0_act,silu,0.1463,30
params_conv1d_0_act,relu,0.0976,20
params_conv1d_0_act,none,0.0293,6
params_conv1d_0_act,sigmoid,0.0244,5
params_conv1d_1_act,silu,0.3561,73
params_conv1d_1_act,relu,0.3024,62
params_conv1d_1_act,elu,0.239,49
params_conv1d_1_act,sigmoid,0.0488,10
params_conv1d_1_act,tanh,0.0244,5
params_conv1d_1_act,gelu,0.0146,3
params_conv1d_1_act,none,0.0146,3
params_conv1d_2_act,gelu,0.408,82
params_conv1d_2_act,elu,0.2438,49
params_conv1d_2_act,silu,0.1841,37
params_conv1d_2_act,sigmoid,0.0796,16
params_conv1d_2_act,relu,0.0597,12
params_conv1d_2_act,tanh,0.0249,5
params_conv1d_3_act,none,0.4975,98
params_conv1d_3_act,gelu,0.198,39
params_conv1d_3_act,elu,0.1624,32
params_conv1d_3_act,silu,0.0558,11
params_conv1d_3_act,relu,0.0457,9
params_conv1d_3_act,tanh,0.0254,5
params_conv1d_3_act,sigmoid,0.0152,3
params_dense_0_act,none,0.3,3
params_dense_0_act,relu,0.2,2
params_dense_0_act,tanh,0.2,2
params_dense_0_act,elu,0.1,1
params_dense_0_act,silu,0.1,1
params_dense_0_act,gelu,0.1,1
params_dense_1_act,none,0.4,4
params_dense_1_act,tanh,0.3,3
params_dense_1_act,silu,0.1,1
params_dense_1_act,relu,0.1,1
params_dense_1_act,elu,0.1,1
params_dense_2_act,silu,0.2,1
params_dense_2_act,gelu,0.2,1
params_dense_2_act,tanh,0.2,1
params_dense_2_act,elu,0.2,1
params_dense_2_act,sigmoid,0.2,1
params_optimizer,rmsprop,0.5756,118
params_optimizer,adam,0.3366,69
params_optimizer,lion,0.0585,12
params_optimizer,adamw,0.0244,5
params_optimizer,sgd,0.0049,1
params_pooling_type,max,0.5366,110
params_pooling_type,flatten,0.4537,93
params_pooling_type,average,0.0098,2
