Parameter,Category,Fraction,Count
params_cnn_dense_0_act,none,0.2959,29
params_cnn_dense_0_act,sigmoid,0.2857,28
params_cnn_dense_0_act,elu,0.1735,17
params_cnn_dense_0_act,silu,0.1327,13
params_cnn_dense_0_act,relu,0.0408,4
params_cnn_dense_0_act,gelu,0.0408,4
params_cnn_dense_0_act,tanh,0.0306,3
params_cnn_dense_1_act,silu,0.2857,2
params_cnn_dense_1_act,tanh,0.2857,2
params_cnn_dense_1_act,none,0.1429,1
params_cnn_dense_1_act,elu,0.1429,1
params_cnn_dense_1_act,sigmoid,0.1429,1
params_cnn_dense_2_act,elu,1.0,1
params_conv1d_0_act,none,0.4461,211
params_conv1d_0_act,tanh,0.277,131
params_conv1d_0_act,elu,0.1586,75
params_conv1d_0_act,gelu,0.0423,20
params_conv1d_0_act,sigmoid,0.0317,15
params_conv1d_0_act,relu,0.0233,11
params_conv1d_0_act,silu,0.0211,10
params_conv1d_1_act,sigmoid,0.6039,282
params_conv1d_1_act,tanh,0.2141,100
params_conv1d_1_act,none,0.0642,30
params_conv1d_1_act,elu,0.0364,17
params_conv1d_1_act,gelu,0.03,14
params_conv1d_1_act,silu,0.0278,13
params_conv1d_1_act,relu,0.0236,11
params_conv1d_2_act,gelu,0.4825,220
params_conv1d_2_act,none,0.1886,86
params_conv1d_2_act,tanh,0.1645,75
params_conv1d_2_act,relu,0.0614,28
params_conv1d_2_act,silu,0.0373,17
params_conv1d_2_act,elu,0.0351,16
params_conv1d_2_act,sigmoid,0.0307,14
params_conv1d_3_act,none,0.851,377
params_conv1d_3_act,tanh,0.0316,14
params_conv1d_3_act,relu,0.0293,13
params_conv1d_3_act,sigmoid,0.0271,12
params_conv1d_3_act,silu,0.0226,10
params_conv1d_3_act,elu,0.0203,9
params_conv1d_3_act,gelu,0.0181,8
params_dense_0_act,elu,0.2857,2
params_dense_0_act,relu,0.1429,1
params_dense_0_act,gelu,0.1429,1
params_dense_0_act,sigmoid,0.1429,1
params_dense_0_act,tanh,0.1429,1
params_dense_0_act,silu,0.1429,1
params_dense_1_act,tanh,0.5,1
params_dense_1_act,silu,0.5,1
params_optimizer,lion,0.8858,419
params_optimizer,rmsprop,0.0402,19
params_optimizer,adamw,0.0359,17
params_optimizer,adam,0.0233,11
params_optimizer,sgd,0.0148,7
params_pooling_type,flatten,0.8605,407
params_pooling_type,average,0.1036,49
params_pooling_type,max,0.0359,17
params_use_cnn_as_dense,False,0.6956,329
params_use_cnn_as_dense,True,0.3044,144
