Parameter,Category,Fraction,Count
params_cnn_dense_0_act,tanh,0.5455,6
params_cnn_dense_0_act,gelu,0.2727,3
params_cnn_dense_0_act,none,0.0909,1
params_cnn_dense_0_act,silu,0.0909,1
params_cnn_dense_1_act,gelu,0.5714,4
params_cnn_dense_1_act,silu,0.1429,1
params_cnn_dense_1_act,elu,0.1429,1
params_cnn_dense_1_act,sigmoid,0.1429,1
params_cnn_dense_2_act,elu,1.0,2
params_conv1d_0_act,gelu,0.5652,13
params_conv1d_0_act,relu,0.1304,3
params_conv1d_0_act,silu,0.1304,3
params_conv1d_0_act,sigmoid,0.087,2
params_conv1d_0_act,none,0.0435,1
params_conv1d_0_act,elu,0.0435,1
params_conv1d_1_act,gelu,0.3,6
params_conv1d_1_act,none,0.25,5
params_conv1d_1_act,elu,0.15,3
params_conv1d_1_act,relu,0.15,3
params_conv1d_1_act,silu,0.15,3
params_conv1d_2_act,relu,0.75,15
params_conv1d_2_act,silu,0.15,3
params_conv1d_2_act,none,0.05,1
params_conv1d_2_act,tanh,0.05,1
params_conv1d_3_act,gelu,0.2941,5
params_conv1d_3_act,tanh,0.2353,4
params_conv1d_3_act,silu,0.1765,3
params_conv1d_3_act,relu,0.1765,3
params_conv1d_3_act,none,0.1176,2
params_dense_0_act,elu,0.3333,3
params_dense_0_act,relu,0.2222,2
params_dense_0_act,tanh,0.1111,1
params_dense_0_act,none,0.1111,1
params_dense_0_act,silu,0.1111,1
params_dense_0_act,sigmoid,0.1111,1
params_dense_1_act,relu,0.6667,2
params_dense_1_act,none,0.3333,1
params_dense_2_act,relu,0.5,1
params_dense_2_act,none,0.5,1
params_optimizer,rmsprop,0.4348,10
params_optimizer,adamw,0.3043,7
params_optimizer,lion,0.2609,6
params_pooling_type,max,0.6957,16
params_pooling_type,flatten,0.2174,5
params_pooling_type,average,0.087,2
