Parameter,Category,Fraction,Count
params_cheb_0_act,elu,0.6266,99
params_cheb_0_act,none,0.2848,45
params_cheb_0_act,relu,0.0316,5
params_cheb_0_act,tanh,0.0253,4
params_cheb_0_act,gelu,0.019,3
params_cheb_0_act,silu,0.0127,2
params_cheb_1_act,tanh,0.7911,125
params_cheb_1_act,relu,0.0949,15
params_cheb_1_act,elu,0.0696,11
params_cheb_1_act,silu,0.038,6
params_cheb_1_act,gelu,0.0063,1
params_cheb_2_act,elu,0.8544,135
params_cheb_2_act,silu,0.057,9
params_cheb_2_act,relu,0.0316,5
params_cheb_2_act,none,0.0253,4
params_cheb_2_act,gelu,0.019,3
params_cheb_2_act,tanh,0.0127,2
params_cheb_3_act,tanh,0.5,4
params_cheb_3_act,silu,0.25,2
params_cheb_3_act,relu,0.125,1
params_cheb_3_act,none,0.125,1
params_cheb_4_act,gelu,0.6667,4
params_cheb_4_act,elu,0.1667,1
params_cheb_4_act,relu,0.1667,1
params_dense_0_act,tanh,0.8544,135
params_dense_0_act,elu,0.0443,7
params_dense_0_act,none,0.038,6
params_dense_0_act,silu,0.0253,4
params_dense_0_act,relu,0.019,3
params_dense_0_act,gelu,0.019,3
params_dense_1_act,tanh,0.557,88
params_dense_1_act,relu,0.3038,48
params_dense_1_act,silu,0.057,9
params_dense_1_act,gelu,0.0506,8
params_dense_1_act,elu,0.019,3
params_dense_1_act,none,0.0127,2
params_dense_2_act,relu,0.8718,136
params_dense_2_act,tanh,0.0577,9
params_dense_2_act,gelu,0.0385,6
params_dense_2_act,none,0.0192,3
params_dense_2_act,silu,0.0128,2
params_dense_3_act,elu,0.8092,123
params_dense_3_act,none,0.0987,15
params_dense_3_act,gelu,0.0526,8
params_dense_3_act,tanh,0.0197,3
params_dense_3_act,silu,0.0132,2
params_dense_3_act,relu,0.0066,1
