"Parameter","Category","Fraction","Count"
params_conv1d_0_act,swish,0.7245,213
params_conv1d_0_act,relu,0.2415,71
params_conv1d_0_act,tanh,0.034,10
params_conv1d_1_act,swish,0.9558,281
params_conv1d_1_act,relu,0.0272,8
params_conv1d_1_act,tanh,0.017,5
params_conv1d_2_act,swish,0.7177,211
params_conv1d_2_act,relu,0.2755,81
params_conv1d_2_act,tanh,0.0068,2
params_conv1d_3_act,swish,0.6973,205
params_conv1d_3_act,relu,0.2619,77
params_conv1d_3_act,tanh,0.0408,12
params_dense_0_act,swish,0.9144,267
params_dense_0_act,tanh,0.0479,14
params_dense_0_act,relu,0.0377,11
params_dense_1_act,swish,0.5,2
params_dense_1_act,relu,0.25,1
params_dense_1_act,tanh,0.25,1
params_ffn_activation,tanh,0.3741,110
params_ffn_activation,relu,0.3299,97
params_ffn_activation,swish,0.2959,87
