Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_filters_0,405.0469798657718,99.17431661108947,32.0,384.0,448.0,480.0,512.0
params_conv1d_filters_1,188.7785234899329,129.2236091326374,32.0,96.0,160.0,224.0,512.0
params_conv1d_filters_2,335.46308724832215,104.3307191870169,32.0,320.0,384.0,384.0,512.0
params_conv1d_filters_3,405.1653543307087,105.30332331537473,32.0,352.0,448.0,480.0,512.0
params_conv1d_filters_4,141.12820512820514,120.69893711939083,32.0,64.0,128.0,160.0,512.0
params_conv1d_filters_5,220.44444444444446,98.11014218723771,32.0,160.0,192.0,256.0,480.0
params_conv1d_kernel_size_0,2.530201342281879,1.0037567742685864,1.0,2.0,2.0,3.0,5.0
params_conv1d_kernel_size_1,2.859060402684564,1.1391090296639734,1.0,2.0,3.0,3.0,5.0
params_conv1d_kernel_size_2,3.4496644295302015,1.1054914622547225,1.0,2.0,4.0,4.0,5.0
params_conv1d_kernel_size_3,1.8267716535433072,1.0990218464037194,1.0,1.0,1.0,3.0,5.0
params_conv1d_kernel_size_4,2.358974358974359,1.0542323441935209,1.0,2.0,2.0,3.0,5.0
params_conv1d_kernel_size_5,3.54320987654321,1.3138624615618009,1.0,3.0,4.0,4.0,5.0
params_conv1d_pool_size_0,2.8053691275167787,2.7525856452517248,1.0,1.0,2.0,4.0,15.0
params_conv1d_pool_size_1,3.033557046979866,3.1179864157743507,1.0,1.0,2.0,3.0,15.0
params_conv1d_pool_size_2,2.6241610738255035,2.246548433880697,1.0,1.0,2.0,3.0,10.0
params_conv1d_pool_size_3,2.6535433070866143,1.2304209678115232,1.0,2.0,2.0,3.0,7.0
params_conv1d_pool_size_4,2.324786324786325,1.1050749688179204,1.0,2.0,2.0,2.0,5.0
params_conv1d_pool_size_5,1.9876543209876543,0.24969116726938037,1.0,2.0,2.0,2.0,3.0
params_extra_dense_0_dropout_0,0.1837837837837838,0.14430412614918822,0.0,0.1,0.1,0.30000000000000004,0.5
params_extra_dense_0_units_0,220.46979865771812,70.71388458858583,50.0,200.0,250.0,250.0,300.0
params_extra_dense_1_dropout_0,0.2168918918918919,0.11802715789952148,0.0,0.1,0.30000000000000004,0.30000000000000004,0.5
params_extra_dense_1_units_0,187.83783783783784,53.965730377316284,50.0,150.0,150.0,250.0,300.0
params_lr,0.003355610249947292,0.002389259108369145,1.7080853591688298e-05,0.0014029256054195788,0.0028068818185900245,0.005209438340644093,0.009206597497908166
params_num_layers,5.181208053691275,1.0846203176449414,3.0,5.0,6.0,6.0,6.0
