Parameter,Mean,Std,Min,25%,Median,75%,Max
params_conv1d_filters_0,409.37931034482756,102.04915265032946,64.0,384.0,448.0,480.0,512.0
params_conv1d_filters_1,186.48275862068965,134.97264820528193,32.0,96.0,160.0,224.0,512.0
params_conv1d_filters_2,340.9655172413793,98.73285846110949,96.0,320.0,384.0,384.0,512.0
params_conv1d_filters_3,408.0,100.41998761722428,128.0,352.0,432.0,480.0,512.0
params_conv1d_filters_4,135.27272727272728,118.06462387716064,32.0,40.0,112.0,160.0,480.0
params_conv1d_filters_5,205.71428571428572,92.84182460294713,64.0,168.0,192.0,216.0,384.0
params_conv1d_kernel_size_0,2.5172413793103448,0.9863601796204502,1.0,2.0,2.0,3.0,4.0
params_conv1d_kernel_size_1,2.8620689655172415,1.186957031688128,1.0,2.0,3.0,3.0,5.0
params_conv1d_kernel_size_2,3.413793103448276,1.118584608822058,1.0,2.0,4.0,4.0,5.0
params_conv1d_kernel_size_3,1.9583333333333333,1.1220775245117838,1.0,1.0,1.5,3.0,5.0
params_conv1d_kernel_size_4,2.1818181818181817,0.9069238239845849,1.0,2.0,2.0,3.0,4.0
params_conv1d_kernel_size_5,3.642857142857143,1.2774459408789602,1.0,3.25,4.0,4.0,5.0
params_conv1d_pool_size_0,3.413793103448276,3.4071064533173097,1.0,1.0,3.0,4.0,15.0
params_conv1d_pool_size_1,3.5517241379310347,3.33366172438219,1.0,1.0,3.0,4.0,12.0
params_conv1d_pool_size_2,3.1724137931034484,2.619555108318442,1.0,1.0,3.0,4.0,9.0
params_conv1d_pool_size_3,2.8333333333333335,1.3726099121798927,2.0,2.0,2.0,4.0,7.0
params_conv1d_pool_size_4,2.409090909090909,1.2212051389271137,1.0,2.0,2.0,2.0,5.0
params_conv1d_pool_size_5,2.0,0.0,2.0,2.0,2.0,2.0,2.0
params_extra_dense_0_dropout_0,0.19999999999999996,0.15811388300841897,0.0,0.1,0.1,0.30000000000000004,0.5
params_extra_dense_0_units_0,217.24137931034483,73.52825267124672,50.0,200.0,250.0,250.0,300.0
params_extra_dense_1_dropout_0,0.196551724137931,0.12095677687472162,0.0,0.1,0.30000000000000004,0.30000000000000004,0.30000000000000004
params_extra_dense_1_units_0,193.10344827586206,51.276801234355354,100.0,150.0,150.0,250.0,250.0
params_lr,0.0033805558746141506,0.002372762585930961,4.154631610726645e-05,0.0016633171638948884,0.0026088657181432113,0.005179009921155796,0.008647386448166277
params_num_layers,5.068965517241379,1.1317191247566252,3.0,5.0,5.0,6.0,6.0
