Parameter,Category,Fraction,Count
params_conv1d_0_act,none,0.3043,7
params_conv1d_0_act,relu,0.2609,6
params_conv1d_0_act,gelu,0.2174,5
params_conv1d_0_act,tanh,0.1304,3
params_conv1d_0_act,sigmoid,0.0435,1
params_conv1d_0_act,silu,0.0435,1
params_conv1d_1_act,elu,0.5,9
params_conv1d_1_act,silu,0.3333,6
params_conv1d_1_act,gelu,0.0556,1
params_conv1d_1_act,relu,0.0556,1
params_conv1d_1_act,none,0.0556,1
params_dense_0_act,silu,0.5,11
params_dense_0_act,gelu,0.2727,6
params_dense_0_act,elu,0.0909,2
params_dense_0_act,relu,0.0909,2
params_dense_0_act,sigmoid,0.0455,1
params_pooling_type,flatten,0.6522,15
params_pooling_type,max,0.2174,5
params_pooling_type,average,0.1304,3
