"Parameter","Category","Fraction","Count"
params_conv1d_0_act,swish,0.9233,265
params_conv1d_0_act,relu,0.0523,15
params_conv1d_0_act,tanh,0.0244,7
params_conv1d_1_act,swish,0.9199,264
params_conv1d_1_act,relu,0.0627,18
params_conv1d_1_act,tanh,0.0174,5
params_conv1d_2_act,swish,0.7909,227
params_conv1d_2_act,relu,0.2056,59
params_conv1d_2_act,tanh,0.0035,1
params_conv1d_3_act,swish,0.9582,275
params_conv1d_3_act,relu,0.0279,8
params_conv1d_3_act,tanh,0.0139,4
params_dense_0_act,swish,0.5524,158
params_dense_0_act,relu,0.3776,108
params_dense_0_act,tanh,0.0699,20
params_dense_1_act,tanh,0.9464,265
params_dense_1_act,swish,0.0286,8
params_dense_1_act,relu,0.025,7
